level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,situationContext,friendlyLatin,darijaArabicSupport,englishMeaning,possibleMoroccanReply,cultureNoteEnglish,pronunciationParts,imagePromptSeed,videoActionSeed,sourceKeys,status,mediaRule
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,17,الحديث القصير مع صاحب المكان,3,L02-D17-S03,L02-D17-P03,The learner shares simple personal context.,ana awel mara f l-mghrib,أنا أول مرة فالمغرب,It is my first time in Morocco.,mrehba bik,This creates a natural host conversation.,ana awel / mara f / l-mghrib,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 17: الحديث القصير مع صاحب المكان. Show a foreign learner politely handling this situation: The learner shares simple personal context.. Visual focus: the phrase 'ana awel mara f l-mghrib' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الحديث القصير مع صاحب المكان'. Trigger: The learner shares simple personal context.. Learner says 'ana awel mara f l-mghrib'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.,darija_polite,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,17,الحديث القصير مع صاحب المكان,4,L02-D17-S04,L02-D17-P04,The learner talks about the city.,l-mdina aajbatni,المدينة عجباتني,I liked the city.,mzyan!,Short positive comments are safe for beginners.,l-mdina / aajbatni,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 17: الحديث القصير مع صاحب المكان. Show a foreign learner politely handling this situation: The learner talks about the city.. Visual focus: the phrase 'l-mdina aajbatni' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الحديث القصير مع صاحب المكان'. Trigger: The learner talks about the city.. Learner says 'l-mdina aajbatni'. Moroccan host/staff replies 'mzyan!'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,17,الحديث القصير مع صاحب المكان,5,L02-D17-S05,L02-D17-P05,The learner closes the small talk warmly.,shukran ala l-istiQbal,شكرا على الاستقبال,Thank you for the welcome.,bla jmil,Hospitality deserves explicit thanks.,shukran / ala / l-istiQbal,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 17: الحديث القصير مع صاحب المكان. Show a foreign learner politely handling this situation: The learner closes the small talk warmly.. Visual focus: the phrase 'shukran ala l-istiQbal' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'الحديث القصير مع صاحب المكان'. Trigger: The learner closes the small talk warmly.. Learner says 'shukran ala l-istiQbal'. Moroccan host/staff replies 'bla jmil'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,18,قبول دعوة شاي,1,L02-D18-S01,L02-D18-P01,The host offers tea and the learner accepts.,"shukran, nshrbo atay",شكرا، نشربو أتاي,"Thank you, I will drink tea.",bsaha,Accepting tea is often the culturally safe response.,shukran / nshrbo atay,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 18: قبول دعوة شاي. Show a foreign learner politely handling this situation: The host offers tea and the learner accepts.. Visual focus: the phrase 'shukran, nshrbo atay' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'قبول دعوة شاي'. Trigger: The host offers tea and the learner accepts.. Learner says 'shukran, nshrbo atay'. Moroccan host/staff replies 'bsaha'. End with clear action showing the problem/request resolved.",tea_culture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,18,قبول دعوة شاي,2,L02-D18-S02,L02-D18-P02,The learner responds before tasting tea.,l-atay kayban bnin,الأتاي كيبان بنين,The tea looks delicious.,iwa tfdal,Warm appreciation validates the ritual.,l-atay / kayban / bnin,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 18: قبول دعوة شاي. Show a foreign learner politely handling this situation: The learner responds before tasting tea.. Visual focus: the phrase 'l-atay kayban bnin' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'قبول دعوة شاي'. Trigger: The learner responds before tasting tea.. Learner says 'l-atay kayban bnin'. Moroccan host/staff replies 'iwa tfdal'. End with clear action showing the problem/request resolved.,tea_culture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,18,قبول دعوة شاي,3,L02-D18-S03,L02-D18-P03,The learner wants to accept without drinking much.,nqder nkhod ghir shwiya?,نقدر ناخد غير شوية؟,Can I take just a little?,"iyeh, ghir shwiya",This avoids direct refusal while respecting hospitality.,nqder nkhod / ghir shwiya,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 18: قبول دعوة شاي. Show a foreign learner politely handling this situation: The learner wants to accept without drinking much.. Visual focus: the phrase 'nqder nkhod ghir shwiya?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'قبول دعوة شاي'. Trigger: The learner wants to accept without drinking much.. Learner says 'nqder nkhod ghir shwiya?'. Moroccan host/staff replies 'iyeh, ghir shwiya'. End with clear action showing the problem/request resolved.",food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,18,قبول دعوة شاي,4,L02-D18-S04,L02-D18-P04,The learner takes tea and thanks host.,"saha, baraka allah fik",صحة، بارك الله فيك,"Cheers/health, God bless you.",allah ykhalik,Saha and baraka allah fik are warm social formulas.,saha / baraka allah fik,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 18: قبول دعوة شاي. Show a foreign learner politely handling this situation: The learner takes tea and thanks host.. Visual focus: the phrase 'saha, baraka allah fik' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'قبول دعوة شاي'. Trigger: The learner takes tea and thanks host.. Learner says 'saha, baraka allah fik'. Moroccan host/staff replies 'allah ykhalik'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,18,قبول دعوة شاي,5,L02-D18-S05,L02-D18-P05,The learner compliments after tasting tea.,l-atay dyalkom zwin,الأتاي ديالكم زوين,Your tea is good.,bsaha w raha,Tea compliment can open conversation and trust.,l-atay / dyalkom / zwin,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 18: قبول دعوة شاي. Show a foreign learner politely handling this situation: The learner compliments after tasting tea.. Visual focus: the phrase 'l-atay dyalkom zwin' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'قبول دعوة شاي'. Trigger: The learner compliments after tasting tea.. Learner says 'l-atay dyalkom zwin'. Moroccan host/staff replies 'bsaha w raha'. End with clear action showing the problem/request resolved.,tea_culture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,19,رفض شيء بأدب,1,L02-D19-S01,L02-D19-P01,The host offers more food and learner refuses gently.,"la shukran, shbaat",لا شكرا، شبعت,"No thank you, I am full.",bsaha,Give a reason when refusing food.,la shukran / shbaat,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 19: رفض شيء بأدب. Show a foreign learner politely handling this situation: The host offers more food and learner refuses gently.. Visual focus: the phrase 'la shukran, shbaat' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'رفض شيء بأدب'. Trigger: The host offers more food and learner refuses gently.. Learner says 'la shukran, shbaat'. Moroccan host/staff replies 'bsaha'. End with clear action showing the problem/request resolved.",food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,19,رفض شيء بأدب,2,L02-D19-S02,L02-D19-P02,The learner wants a small portion instead of a full refusal.,ghir shwiya aafak,غير شوية عافاك,"Just a little, please.",wakha,Taking a little can be more polite than refusing.,ghir / shwiya / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 19: رفض شيء بأدب. Show a foreign learner politely handling this situation: The learner wants a small portion instead of a full refusal.. Visual focus: the phrase 'ghir shwiya aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'رفض شيء بأدب'. Trigger: The learner wants a small portion instead of a full refusal.. Learner says 'ghir shwiya aafak'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,19,رفض شيء بأدب,3,L02-D19-S03,L02-D19-P03,The learner refuses a suggestion or invitation politely.,"ma nqdersh daba, smeh lia",ما نقدرش دابا، سمح ليا,"I cannot now, sorry.",la bas,Add apology to reduce harshness.,ma nqdersh daba / smeh lia,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 19: رفض شيء بأدب. Show a foreign learner politely handling this situation: The learner refuses a suggestion or invitation politely.. Visual focus: the phrase 'ma nqdersh daba, smeh lia' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'رفض شيء بأدب'. Trigger: The learner refuses a suggestion or invitation politely.. Learner says 'ma nqdersh daba, smeh lia'. Moroccan host/staff replies 'la bas'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,19,رفض شيء بأدب,4,L02-D19-S04,L02-D19-P04,The learner refuses another glass politely.,l-atay zwin walakin kafi,الأتاي زوين ولكن كافي,"The tea is good, but enough.",wakha,"Compliment first, then decline.",l-atay zwin / walakin kafi,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 19: رفض شيء بأدب. Show a foreign learner politely handling this situation: The learner refuses another glass politely.. Visual focus: the phrase 'l-atay zwin walakin kafi' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'رفض شيء بأدب'. Trigger: The learner refuses another glass politely.. Learner says 'l-atay zwin walakin kafi'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,tea_culture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,19,رفض شيء بأدب,5,L02-D19-S05,L02-D19-P05,The learner closes an offer warmly.,"baraka, allah ykhalik",باركا، الله يخليك,"Enough, thank you / may God protect you.",bla jmil,Baraka softens “enough” when said kindly.,baraka / allah ykhalik,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 19: رفض شيء بأدب. Show a foreign learner politely handling this situation: The learner closes an offer warmly.. Visual focus: the phrase 'baraka, allah ykhalik' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'رفض شيء بأدب'. Trigger: The learner closes an offer warmly.. Learner says 'baraka, allah ykhalik'. Moroccan host/staff replies 'bla jmil'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,20,مدح الأكل أو الديكور,1,L02-D20-S01,L02-D20-P01,The learner compliments food.,l-makla bnina bzaf,الماكلة بنينة بزاف,The food is very delicious.,bsaha,Food compliments are key hospitality language.,l-makla / bnina / bzaf,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 20: مدح الأكل أو الديكور. Show a foreign learner politely handling this situation: The learner compliments food.. Visual focus: the phrase 'l-makla bnina bzaf' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مدح الأكل أو الديكور'. Trigger: The learner compliments food.. Learner says 'l-makla bnina bzaf'. Moroccan host/staff replies 'bsaha'. End with clear action showing the problem/request resolved.,food_etiquette,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,20,مدح الأكل أو الديكور,2,L02-D20-S02,L02-D20-P02,The learner compliments the place respectfully.,l-riad zwin mashallah,الرياض زوين ما شاء الله,"The riad is beautiful, mashallah.",allah ybarek fik,Mashallah is culturally warm when admiring something.,l-riad / zwin / mashallah,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 20: مدح الأكل أو الديكور. Show a foreign learner politely handling this situation: The learner compliments the place respectfully.. Visual focus: the phrase 'l-riad zwin mashallah' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مدح الأكل أو الديكور'. Trigger: The learner compliments the place respectfully.. Learner says 'l-riad zwin mashallah'. Moroccan host/staff replies 'allah ybarek fik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,20,مدح الأكل أو الديكور,3,L02-D20-S03,L02-D20-P03,The learner reacts to Moroccan zellij decor.,had zliij kayhammaq,هاد الزليج كيحمق,This tilework is amazing.,"iyeh, taqlidi",Zellij is a very Moroccan visual/cultural object for scenes.,had / zliij / kayhammaq,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 20: مدح الأكل أو الديكور. Show a foreign learner politely handling this situation: The learner reacts to Moroccan zellij decor.. Visual focus: the phrase 'had zliij kayhammaq' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'مدح الأكل أو الديكور'. Trigger: The learner reacts to Moroccan zellij decor.. Learner says 'had zliij kayhammaq'. Moroccan host/staff replies 'iyeh, taqlidi'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,20,مدح الأكل أو الديكور,4,L02-D20-S04,L02-D20-P04,The learner compliments room cleanliness.,l-bit nqiya bzaf,البيت نقية بزاف,The room is very clean.,shukran,Simple positive feedback to staff/host.,l-bit / nqiya / bzaf,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 20: مدح الأكل أو الديكور. Show a foreign learner politely handling this situation: The learner compliments room cleanliness.. Visual focus: the phrase 'l-bit nqiya bzaf' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مدح الأكل أو الديكور'. Trigger: The learner compliments room cleanliness.. Learner says 'l-bit nqiya bzaf'. Moroccan host/staff replies 'shukran'. End with clear action showing the problem/request resolved.,bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,20,مدح الأكل أو الديكور,5,L02-D20-S05,L02-D20-P05,The learner thanks after food/decor welcome.,shukran ala had l-istiQbal,شكرا على هاد الاستقبال,Thank you for this welcome.,mrehba bik,This anchors hospitality as the level’s core.,shukran ala / had l-istiQbal,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 20: مدح الأكل أو الديكور. Show a foreign learner politely handling this situation: The learner thanks after food/decor welcome.. Visual focus: the phrase 'shukran ala had l-istiQbal' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'مدح الأكل أو الديكور'. Trigger: The learner thanks after food/decor welcome.. Learner says 'shukran ala had l-istiQbal'. Moroccan host/staff replies 'mrehba bik'. End with clear action showing the problem/request resolved.,daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,1,L02-D21-S01,L02-D21-P01,The learner is inside the riad and asks for exit.,fin l-kharja aafak?,فين الخرجة عافاك؟,"Where is the exit, please?",mn hna,Riads can be maze-like; this is visually useful.,fin / l-kharja / aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 21: طلب اتجاه من داخل الرياض. Show a foreign learner politely handling this situation: The learner is inside the riad and asks for exit.. Visual focus: the phrase 'fin l-kharja aafak?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب اتجاه من داخل الرياض'. Trigger: The learner is inside the riad and asks for exit.. Learner says 'fin l-kharja aafak?'. Moroccan host/staff replies 'mn hna'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,2,L02-D21-S02,L02-D21-P02,The learner asks for direction from the riad to the medina.,fin triq l-medina?,فين طريق المدينة؟,Where is the way to the medina?,sir nishan,Medina navigation is a real visitor issue.,fin / triq / l-medina,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 21: طلب اتجاه من داخل الرياض. Show a foreign learner politely handling this situation: The learner asks for direction from the riad to the medina.. Visual focus: the phrase 'fin triq l-medina?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب اتجاه من داخل الرياض'. Trigger: The learner asks for direction from the riad to the medina.. Learner says 'fin triq l-medina?'. Moroccan host/staff replies 'sir nishan'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,3,L02-D21-S03,L02-D21-P03,The learner asks if taxis are nearby.,wash l-taxi qrib mn hna?,واش الطاكسي قريب من هنا؟,Is the taxi near here?,iyeh f dak l-koutchi,Connects Level 1 transport with Level 2 accommodation.,wash l-taxi / qrib mn / hna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 21: طلب اتجاه من داخل الرياض. Show a foreign learner politely handling this situation: The learner asks if taxis are nearby.. Visual focus: the phrase 'wash l-taxi qrib mn hna?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب اتجاه من داخل الرياض'. Trigger: The learner asks if taxis are nearby.. Learner says 'wash l-taxi qrib mn hna?'. Moroccan host/staff replies 'iyeh f dak l-koutchi'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,4,L02-D21-S04,L02-D21-P04,The learner asks if walking is possible.,nqder nmshi b rjli?,نقدر نمشي برجلي؟,Can I go on foot?,"iyeh, qriba",Practical route question for old medina/riad areas.,nqder nmshi / b rjli,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 21: طلب اتجاه من داخل الرياض. Show a foreign learner politely handling this situation: The learner asks if walking is possible.. Visual focus: the phrase 'nqder nmshi b rjli?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب اتجاه من داخل الرياض'. Trigger: The learner asks if walking is possible.. Learner says 'nqder nmshi b rjli?'. Moroccan host/staff replies 'iyeh, qriba'. End with clear action showing the problem/request resolved.",first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,21,طلب اتجاه من داخل الرياض,5,L02-D21-S05,L02-D21-P05,The learner asks for a simple map/direction.,rsem lia tariq aafak,رسم ليا الطريق عافاك,"Draw the route for me, please.",wakha,A visual route request fits app image/video logic.,rsem lia / tariq aafak,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 21: طلب اتجاه من داخل الرياض. Show a foreign learner politely handling this situation: The learner asks for a simple map/direction.. Visual focus: the phrase 'rsem lia tariq aafak' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'طلب اتجاه من داخل الرياض'. Trigger: The learner asks for a simple map/direction.. Learner says 'rsem lia tariq aafak'. Moroccan host/staff replies 'wakha'. End with clear action showing the problem/request resolved.,first_time_wifi_whatsapp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,1,L02-D22-S01,L02-D22-P01,The learner returns/leaves the room and gives the key.,bghit nselm l-kle,بغيت نسلم الكلي,I want to hand over the key.,"wakha, shukran",Key handover is common in small riads.,bghit / nselm / l-kle,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 22: تسليم المفتاح والخروج. Show a foreign learner politely handling this situation: The learner returns/leaves the room and gives the key.. Visual focus: the phrase 'bghit nselm l-kle' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'تسليم المفتاح والخروج'. Trigger: The learner returns/leaves the room and gives the key.. Learner says 'bghit nselm l-kle'. Moroccan host/staff replies 'wakha, shukran'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,2,L02-D22-S02,L02-D22-P02,The learner asks check-out time.,imta check-out?,إيمتا تشيك أوت؟,What time is check-out?,m3a hdash,Hotel/riad phrase guides highlight check-out time.,imta / check-out,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 22: تسليم المفتاح والخروج. Show a foreign learner politely handling this situation: The learner asks check-out time.. Visual focus: the phrase 'imta check-out?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'تسليم المفتاح والخروج'. Trigger: The learner asks check-out time.. Learner says 'imta check-out?'. Moroccan host/staff replies 'm3a hdash'. End with clear action showing the problem/request resolved.,daily_darija_hotel;bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,3,L02-D22-S03,L02-D22-P03,The learner has checked out but wants to walk around.,nqder nkhli shnati hna?,نقدر نخلي شنطتي هنا؟,Can I leave my suitcase here?,"iyeh, khlliha",Luggage after check-out is practical and frequent.,nqder nkhli / shnati hna,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 22: تسليم المفتاح والخروج. Show a foreign learner politely handling this situation: The learner has checked out but wants to walk around.. Visual focus: the phrase 'nqder nkhli shnati hna?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'تسليم المفتاح والخروج'. Trigger: The learner has checked out but wants to walk around.. Learner says 'nqder nkhli shnati hna?'. Moroccan host/staff replies 'iyeh, khlliha'. End with clear action showing the problem/request resolved.",bewildered_hotel_riad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,4,L02-D22-S04,L02-D22-P04,The learner checks if payment is complete.,wash l-hsab sali?,واش الحساب سالى؟,Is the bill finished?,iyeh sali,Payment closure avoids misunderstanding.,wash / l-hsab / sali,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 22: تسليم المفتاح والخروج. Show a foreign learner politely handling this situation: The learner checks if payment is complete.. Visual focus: the phrase 'wash l-hsab sali?' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.",Short interactive video: learner is in a Moroccan riad/guesthouse during 'تسليم المفتاح والخروج'. Trigger: The learner checks if payment is complete.. Learner says 'wash l-hsab sali?'. Moroccan host/staff replies 'iyeh sali'. End with clear action showing the problem/request resolved.,daily_darija_hotel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,22,تسليم المفتاح والخروج,5,L02-D22-S05,L02-D22-P05,The learner leaves with a final thanks.,"shukran, kanet iqama zwina",شكرا، كانت إقامة زوينة,"Thank you, it was a nice stay.",tji m3a lkhir,Thanking hosts before leaving is polite.,shukran / kanet iqama zwina,"Realistic Moroccan riad/guesthouse scene, Level 2 Day 22: تسليم المفتاح والخروج. Show a foreign learner politely handling this situation: The learner leaves with a final thanks.. Visual focus: the phrase 'shukran, kanet iqama zwina' without putting text on the image. Warm natural light, Moroccan zellij, riad courtyard or room when relevant.","Short interactive video: learner is in a Moroccan riad/guesthouse during 'تسليم المفتاح والخروج'. Trigger: The learner leaves with a final thanks.. Learner says 'shukran, kanet iqama zwina'. Moroccan host/staff replies 'tji m3a lkhir'. End with clear action showing the problem/request resolved.",daily_hospitality,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,No audio/image/video production before native Darija QA and final sentence approval.
