level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
9,Work & Practical Business,العمل والخدمات العملية,26,مراجعة اتفاق قبل الدفع,فتح الموقف — مراجعة اتفاق قبل الدفع,طلب أساسي — مراجعة اتفاق قبل الدفع,توضيح أو سؤال — مراجعة اتفاق قبل الدفع,رد على جواب مغربي — مراجعة اتفاق قبل الدفع,إغلاق الموقف — مراجعة اتفاق قبل الدفع,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة اتفاق قبل الدفع عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,27,إنهاء علاقة خدمة باحترام,فتح الموقف — إنهاء علاقة خدمة باحترام,طلب أساسي — إنهاء علاقة خدمة باحترام,توضيح أو سؤال — إنهاء علاقة خدمة باحترام,رد على جواب مغربي — إنهاء علاقة خدمة باحترام,إغلاق الموقف — إنهاء علاقة خدمة باحترام,في نهاية اليوم يستطيع المتعلم التعامل مع إنهاء علاقة خدمة باحترام عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,28,طلب توصية أو تقييم,فتح الموقف — طلب توصية أو تقييم,طلب أساسي — طلب توصية أو تقييم,توضيح أو سؤال — طلب توصية أو تقييم,رد على جواب مغربي — طلب توصية أو تقييم,إغلاق الموقف — طلب توصية أو تقييم,في نهاية اليوم يستطيع المتعلم التعامل مع طلب توصية أو تقييم عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,29,مراجعة عمل كاملة,فتح الموقف — مراجعة عمل كاملة,طلب أساسي — مراجعة عمل كاملة,توضيح أو سؤال — مراجعة عمل كاملة,رد على جواب مغربي — مراجعة عمل كاملة,إغلاق الموقف — مراجعة عمل كاملة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة عمل كاملة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,30,اختبار Level 9: مشروع خدمة صغير,فتح الموقف — اختبار Level 9: مشروع خدمة صغير,طلب أساسي — اختبار Level 9: مشروع خدمة صغير,توضيح أو سؤال — اختبار Level 9: مشروع خدمة صغير,رد على جواب مغربي — اختبار Level 9: مشروع خدمة صغير,إغلاق الموقف — اختبار Level 9: مشروع خدمة صغير,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 9: مشروع خدمة صغير عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,1,معنى الضيافة المغربية,فتح الموقف — معنى الضيافة المغربية,طلب أساسي — معنى الضيافة المغربية,توضيح أو سؤال — معنى الضيافة المغربية,رد على جواب مغربي — معنى الضيافة المغربية,إغلاق الموقف — معنى الضيافة المغربية,في نهاية اليوم يستطيع المتعلم التعامل مع معنى الضيافة المغربية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,2,الأدب مع الكبار,فتح الموقف — الأدب مع الكبار,طلب أساسي — الأدب مع الكبار,توضيح أو سؤال — الأدب مع الكبار,رد على جواب مغربي — الأدب مع الكبار,إغلاق الموقف — الأدب مع الكبار,في نهاية اليوم يستطيع المتعلم التعامل مع الأدب مع الكبار عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,3,الحشومة والعيب,فتح الموقف — الحشومة والعيب,طلب أساسي — الحشومة والعيب,توضيح أو سؤال — الحشومة والعيب,رد على جواب مغربي — الحشومة والعيب,إغلاق الموقف — الحشومة والعيب,في نهاية اليوم يستطيع المتعلم التعامل مع الحشومة والعيب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,4,النية والبركة,فتح الموقف — النية والبركة,طلب أساسي — النية والبركة,توضيح أو سؤال — النية والبركة,رد على جواب مغربي — النية والبركة,إغلاق الموقف — النية والبركة,في نهاية اليوم يستطيع المتعلم التعامل مع النية والبركة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,5,رمضان في المغرب,فتح الموقف — رمضان في المغرب,طلب أساسي — رمضان في المغرب,توضيح أو سؤال — رمضان في المغرب,رد على جواب مغربي — رمضان في المغرب,إغلاق الموقف — رمضان في المغرب,في نهاية اليوم يستطيع المتعلم التعامل مع رمضان في المغرب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,6,الفطور في رمضان,فتح الموقف — الفطور في رمضان,طلب أساسي — الفطور في رمضان,توضيح أو سؤال — الفطور في رمضان,رد على جواب مغربي — الفطور في رمضان,إغلاق الموقف — الفطور في رمضان,في نهاية اليوم يستطيع المتعلم التعامل مع الفطور في رمضان عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,7,العيد والتهنئة,فتح الموقف — العيد والتهنئة,طلب أساسي — العيد والتهنئة,توضيح أو سؤال — العيد والتهنئة,رد على جواب مغربي — العيد والتهنئة,إغلاق الموقف — العيد والتهنئة,في نهاية اليوم يستطيع المتعلم التعامل مع العيد والتهنئة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,8,مراجعة أسبوع 1: ثقافة يومية,فتح الموقف — مراجعة أسبوع 1: ثقافة يومية,طلب أساسي — مراجعة أسبوع 1: ثقافة يومية,توضيح أو سؤال — مراجعة أسبوع 1: ثقافة يومية,رد على جواب مغربي — مراجعة أسبوع 1: ثقافة يومية,إغلاق الموقف — مراجعة أسبوع 1: ثقافة يومية,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 1: ثقافة يومية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,9,الجمعة والصلاة والمواعيد,فتح الموقف — الجمعة والصلاة والمواعيد,طلب أساسي — الجمعة والصلاة والمواعيد,توضيح أو سؤال — الجمعة والصلاة والمواعيد,رد على جواب مغربي — الجمعة والصلاة والمواعيد,إغلاق الموقف — الجمعة والصلاة والمواعيد,في نهاية اليوم يستطيع المتعلم التعامل مع الجمعة والصلاة والمواعيد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,10,الحمام المغربي,فتح الموقف — الحمام المغربي,طلب أساسي — الحمام المغربي,توضيح أو سؤال — الحمام المغربي,رد على جواب مغربي — الحمام المغربي,إغلاق الموقف — الحمام المغربي,في نهاية اليوم يستطيع المتعلم التعامل مع الحمام المغربي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,11,العرس المغربي,فتح الموقف — العرس المغربي,طلب أساسي — العرس المغربي,توضيح أو سؤال — العرس المغربي,رد على جواب مغربي — العرس المغربي,إغلاق الموقف — العرس المغربي,في نهاية اليوم يستطيع المتعلم التعامل مع العرس المغربي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,12,زيارة المريض,فتح الموقف — زيارة المريض,طلب أساسي — زيارة المريض,توضيح أو سؤال — زيارة المريض,رد على جواب مغربي — زيارة المريض,إغلاق الموقف — زيارة المريض,في نهاية اليوم يستطيع المتعلم التعامل مع زيارة المريض عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,13,العزاء بتوقير,فتح الموقف — العزاء بتوقير,طلب أساسي — العزاء بتوقير,توضيح أو سؤال — العزاء بتوقير,رد على جواب مغربي — العزاء بتوقير,إغلاق الموقف — العزاء بتوقير,في نهاية اليوم يستطيع المتعلم التعامل مع العزاء بتوقير عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,14,الهدية والضيافة,فتح الموقف — الهدية والضيافة,طلب أساسي — الهدية والضيافة,توضيح أو سؤال — الهدية والضيافة,رد على جواب مغربي — الهدية والضيافة,إغلاق الموقف — الهدية والضيافة,في نهاية اليوم يستطيع المتعلم التعامل مع الهدية والضيافة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,15,اللباس والمناسبات,فتح الموقف — اللباس والمناسبات,طلب أساسي — اللباس والمناسبات,توضيح أو سؤال — اللباس والمناسبات,رد على جواب مغربي — اللباس والمناسبات,إغلاق الموقف — اللباس والمناسبات,في نهاية اليوم يستطيع المتعلم التعامل مع اللباس والمناسبات عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,16,الطعام الجماعي,فتح الموقف — الطعام الجماعي,طلب أساسي — الطعام الجماعي,توضيح أو سؤال — الطعام الجماعي,رد على جواب مغربي — الطعام الجماعي,إغلاق الموقف — الطعام الجماعي,في نهاية اليوم يستطيع المتعلم التعامل مع الطعام الجماعي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,17,الكلام غير المباشر,فتح الموقف — الكلام غير المباشر,طلب أساسي — الكلام غير المباشر,توضيح أو سؤال — الكلام غير المباشر,رد على جواب مغربي — الكلام غير المباشر,إغلاق الموقف — الكلام غير المباشر,في نهاية اليوم يستطيع المتعلم التعامل مع الكلام غير المباشر عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,18,المجاملة والرفض اللطيف,فتح الموقف — المجاملة والرفض اللطيف,طلب أساسي — المجاملة والرفض اللطيف,توضيح أو سؤال — المجاملة والرفض اللطيف,رد على جواب مغربي — المجاملة والرفض اللطيف,إغلاق الموقف — المجاملة والرفض اللطيف,في نهاية اليوم يستطيع المتعلم التعامل مع المجاملة والرفض اللطيف عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,19,النكتة والحدود,فتح الموقف — النكتة والحدود,طلب أساسي — النكتة والحدود,توضيح أو سؤال — النكتة والحدود,رد على جواب مغربي — النكتة والحدود,إغلاق الموقف — النكتة والحدود,في نهاية اليوم يستطيع المتعلم التعامل مع النكتة والحدود عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,20,الخصوصية والأسئلة الشخصية,فتح الموقف — الخصوصية والأسئلة الشخصية,طلب أساسي — الخصوصية والأسئلة الشخصية,توضيح أو سؤال — الخصوصية والأسئلة الشخصية,رد على جواب مغربي — الخصوصية والأسئلة الشخصية,إغلاق الموقف — الخصوصية والأسئلة الشخصية,في نهاية اليوم يستطيع المتعلم التعامل مع الخصوصية والأسئلة الشخصية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,21,مراجعة أسبوع 3: رموز اجتماعية,فتح الموقف — مراجعة أسبوع 3: رموز اجتماعية,طلب أساسي — مراجعة أسبوع 3: رموز اجتماعية,توضيح أو سؤال — مراجعة أسبوع 3: رموز اجتماعية,رد على جواب مغربي — مراجعة أسبوع 3: رموز اجتماعية,إغلاق الموقف — مراجعة أسبوع 3: رموز اجتماعية,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 3: رموز اجتماعية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,22,الثقة والكلمة,فتح الموقف — الثقة والكلمة,طلب أساسي — الثقة والكلمة,توضيح أو سؤال — الثقة والكلمة,رد على جواب مغربي — الثقة والكلمة,إغلاق الموقف — الثقة والكلمة,في نهاية اليوم يستطيع المتعلم التعامل مع الثقة والكلمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,23,السوق كمساحة اجتماعية,فتح الموقف — السوق كمساحة اجتماعية,طلب أساسي — السوق كمساحة اجتماعية,توضيح أو سؤال — السوق كمساحة اجتماعية,رد على جواب مغربي — السوق كمساحة اجتماعية,إغلاق الموقف — السوق كمساحة اجتماعية,في نهاية اليوم يستطيع المتعلم التعامل مع السوق كمساحة اجتماعية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,24,الجار والجوار,فتح الموقف — الجار والجوار,طلب أساسي — الجار والجوار,توضيح أو سؤال — الجار والجوار,رد على جواب مغربي — الجار والجوار,إغلاق الموقف — الجار والجوار,في نهاية اليوم يستطيع المتعلم التعامل مع الجار والجوار عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,25,الريف والمدينة والاختلافات,فتح الموقف — الريف والمدينة والاختلافات,طلب أساسي — الريف والمدينة والاختلافات,توضيح أو سؤال — الريف والمدينة والاختلافات,رد على جواب مغربي — الريف والمدينة والاختلافات,إغلاق الموقف — الريف والمدينة والاختلافات,في نهاية اليوم يستطيع المتعلم التعامل مع الريف والمدينة والاختلافات عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,26,التعامل مع سوء فهم ثقافي,فتح الموقف — التعامل مع سوء فهم ثقافي,طلب أساسي — التعامل مع سوء فهم ثقافي,توضيح أو سؤال — التعامل مع سوء فهم ثقافي,رد على جواب مغربي — التعامل مع سوء فهم ثقافي,إغلاق الموقف — التعامل مع سوء فهم ثقافي,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع سوء فهم ثقافي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,27,شرح احترامك للثقافة,فتح الموقف — شرح احترامك للثقافة,طلب أساسي — شرح احترامك للثقافة,توضيح أو سؤال — شرح احترامك للثقافة,رد على جواب مغربي — شرح احترامك للثقافة,إغلاق الموقف — شرح احترامك للثقافة,في نهاية اليوم يستطيع المتعلم التعامل مع شرح احترامك للثقافة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,28,طلب تفسير عادة,فتح الموقف — طلب تفسير عادة,طلب أساسي — طلب تفسير عادة,توضيح أو سؤال — طلب تفسير عادة,رد على جواب مغربي — طلب تفسير عادة,إغلاق الموقف — طلب تفسير عادة,في نهاية اليوم يستطيع المتعلم التعامل مع طلب تفسير عادة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,29,مراجعة ثقافية مختلطة,فتح الموقف — مراجعة ثقافية مختلطة,طلب أساسي — مراجعة ثقافية مختلطة,توضيح أو سؤال — مراجعة ثقافية مختلطة,رد على جواب مغربي — مراجعة ثقافية مختلطة,إغلاق الموقف — مراجعة ثقافية مختلطة,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة ثقافية مختلطة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
10,Moroccan Culture Deep Dive,الغوص في الثقافة المغربية,30,اختبار Level 10: مناسبة مغربية كاملة,فتح الموقف — اختبار Level 10: مناسبة مغربية كاملة,طلب أساسي — اختبار Level 10: مناسبة مغربية كاملة,توضيح أو سؤال — اختبار Level 10: مناسبة مغربية كاملة,رد على جواب مغربي — اختبار Level 10: مناسبة مغربية كاملة,إغلاق الموقف — اختبار Level 10: مناسبة مغربية كاملة,في نهاية اليوم يستطيع المتعلم التعامل مع اختبار Level 10: مناسبة مغربية كاملة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,1,قراءة Latin Darija بالأرقام,فتح الموقف — قراءة Latin Darija بالأرقام,طلب أساسي — قراءة Latin Darija بالأرقام,توضيح أو سؤال — قراءة Latin Darija بالأرقام,رد على جواب مغربي — قراءة Latin Darija بالأرقام,إغلاق الموقف — قراءة Latin Darija بالأرقام,في نهاية اليوم يستطيع المتعلم التعامل مع قراءة Latin Darija بالأرقام عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,2,فهم 3 و7 و9 في الرسائل,فتح الموقف — فهم 3 و7 و9 في الرسائل,طلب أساسي — فهم 3 و7 و9 في الرسائل,توضيح أو سؤال — فهم 3 و7 و9 في الرسائل,رد على جواب مغربي — فهم 3 و7 و9 في الرسائل,إغلاق الموقف — فهم 3 و7 و9 في الرسائل,في نهاية اليوم يستطيع المتعلم التعامل مع فهم 3 و7 و9 في الرسائل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,3,رسائل واتساب قصيرة,فتح الموقف — رسائل واتساب قصيرة,طلب أساسي — رسائل واتساب قصيرة,توضيح أو سؤال — رسائل واتساب قصيرة,رد على جواب مغربي — رسائل واتساب قصيرة,إغلاق الموقف — رسائل واتساب قصيرة,في نهاية اليوم يستطيع المتعلم التعامل مع رسائل واتساب قصيرة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,4,رسالة صوتية بطيئة,فتح الموقف — رسالة صوتية بطيئة,طلب أساسي — رسالة صوتية بطيئة,توضيح أو سؤال — رسالة صوتية بطيئة,رد على جواب مغربي — رسالة صوتية بطيئة,إغلاق الموقف — رسالة صوتية بطيئة,في نهاية اليوم يستطيع المتعلم التعامل مع رسالة صوتية بطيئة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,5,رسالة صوتية طبيعية,فتح الموقف — رسالة صوتية طبيعية,طلب أساسي — رسالة صوتية طبيعية,توضيح أو سؤال — رسالة صوتية طبيعية,رد على جواب مغربي — رسالة صوتية طبيعية,إغلاق الموقف — رسالة صوتية طبيعية,في نهاية اليوم يستطيع المتعلم التعامل مع رسالة صوتية طبيعية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,6,كلام سريع في الشارع,فتح الموقف — كلام سريع في الشارع,طلب أساسي — كلام سريع في الشارع,توضيح أو سؤال — كلام سريع في الشارع,رد على جواب مغربي — كلام سريع في الشارع,إغلاق الموقف — كلام سريع في الشارع,في نهاية اليوم يستطيع المتعلم التعامل مع كلام سريع في الشارع عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,7,مراجعة أسبوع 1: واتساب أساسي,فتح الموقف — مراجعة أسبوع 1: واتساب أساسي,طلب أساسي — مراجعة أسبوع 1: واتساب أساسي,توضيح أو سؤال — مراجعة أسبوع 1: واتساب أساسي,رد على جواب مغربي — مراجعة أسبوع 1: واتساب أساسي,إغلاق الموقف — مراجعة أسبوع 1: واتساب أساسي,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 1: واتساب أساسي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,8,اختصارات التحية والرد,فتح الموقف — اختصارات التحية والرد,طلب أساسي — اختصارات التحية والرد,توضيح أو سؤال — اختصارات التحية والرد,رد على جواب مغربي — اختصارات التحية والرد,إغلاق الموقف — اختصارات التحية والرد,في نهاية اليوم يستطيع المتعلم التعامل مع اختصارات التحية والرد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,9,كلام ناقص لكن مفهوم,فتح الموقف — كلام ناقص لكن مفهوم,طلب أساسي — كلام ناقص لكن مفهوم,توضيح أو سؤال — كلام ناقص لكن مفهوم,رد على جواب مغربي — كلام ناقص لكن مفهوم,إغلاق الموقف — كلام ناقص لكن مفهوم,في نهاية اليوم يستطيع المتعلم التعامل مع كلام ناقص لكن مفهوم عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,10,فهم نبرة المزاح,فتح الموقف — فهم نبرة المزاح,طلب أساسي — فهم نبرة المزاح,توضيح أو سؤال — فهم نبرة المزاح,رد على جواب مغربي — فهم نبرة المزاح,إغلاق الموقف — فهم نبرة المزاح,في نهاية اليوم يستطيع المتعلم التعامل مع فهم نبرة المزاح عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,11,تعليقات فيديو قصيرة,فتح الموقف — تعليقات فيديو قصيرة,طلب أساسي — تعليقات فيديو قصيرة,توضيح أو سؤال — تعليقات فيديو قصيرة,رد على جواب مغربي — تعليقات فيديو قصيرة,إغلاق الموقف — تعليقات فيديو قصيرة,في نهاية اليوم يستطيع المتعلم التعامل مع تعليقات فيديو قصيرة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,12,مقطع مطعم أو سوق,فتح الموقف — مقطع مطعم أو سوق,طلب أساسي — مقطع مطعم أو سوق,توضيح أو سؤال — مقطع مطعم أو سوق,رد على جواب مغربي — مقطع مطعم أو سوق,إغلاق الموقف — مقطع مطعم أو سوق,في نهاية اليوم يستطيع المتعلم التعامل مع مقطع مطعم أو سوق عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,13,مقطع طاكسي أو شارع,فتح الموقف — مقطع طاكسي أو شارع,طلب أساسي — مقطع طاكسي أو شارع,توضيح أو سؤال — مقطع طاكسي أو شارع,رد على جواب مغربي — مقطع طاكسي أو شارع,إغلاق الموقف — مقطع طاكسي أو شارع,في نهاية اليوم يستطيع المتعلم التعامل مع مقطع طاكسي أو شارع عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,14,فهم كلمة وسط جملة سريعة,فتح الموقف — فهم كلمة وسط جملة سريعة,طلب أساسي — فهم كلمة وسط جملة سريعة,توضيح أو سؤال — فهم كلمة وسط جملة سريعة,رد على جواب مغربي — فهم كلمة وسط جملة سريعة,إغلاق الموقف — فهم كلمة وسط جملة سريعة,في نهاية اليوم يستطيع المتعلم التعامل مع فهم كلمة وسط جملة سريعة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,15,طلب إعادة الرسالة ببطء,فتح الموقف — طلب إعادة الرسالة ببطء,طلب أساسي — طلب إعادة الرسالة ببطء,توضيح أو سؤال — طلب إعادة الرسالة ببطء,رد على جواب مغربي — طلب إعادة الرسالة ببطء,إغلاق الموقف — طلب إعادة الرسالة ببطء,في نهاية اليوم يستطيع المتعلم التعامل مع طلب إعادة الرسالة ببطء عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
