day,lessonTitle,phraseId,friendlyLatin,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
24,قول لا بلا ضغط,L04-D24-P02,ma shi lyoum,MISSING,MISSING,MISSING,MISSING,MISSING
24,قول لا بلا ضغط,L04-D24-P03,ma محتاجهاش,MISSING,MISSING,MISSING,MISSING,MISSING
24,قول لا بلا ضغط,L04-D24-P04,ghir kanchouf,MISSING,MISSING,MISSING,MISSING,MISSING
24,قول لا بلا ضغط,L04-D24-P05,يمكن من بعد,MISSING,MISSING,MISSING,MISSING,MISSING
25,نصيحة محلية وثمن عادل,L04-D25-P01,wach had taman mzyan?,MISSING,MISSING,MISSING,MISSING,MISSING
25,نصيحة محلية وثمن عادل,L04-D25-P02,shno taman l-3adi?,MISSING,MISSING,MISSING,MISSING,MISSING
25,نصيحة محلية وثمن عادل,L04-D25-P03,wash nshriha?,MISSING,MISSING,MISSING,MISSING,MISSING
25,نصيحة محلية وثمن عادل,L04-D25-P04,wach l-jawda mzyana?,MISSING,MISSING,MISSING,MISSING,MISSING
25,نصيحة محلية وثمن عادل,L04-D25-P05,wach katstahel?,MISSING,MISSING,MISSING,MISSING,MISSING
26,هدايا للعائلة,L04-D26-P01,hadi l-walida dyali,MISSING,MISSING,MISSING,MISSING,MISSING
26,هدايا للعائلة,L04-D26-P02,hadi l-saheb dyali,MISSING,MISSING,MISSING,MISSING,MISSING
26,هدايا للعائلة,L04-D26-P03,bghit shi haja taqlidiya,MISSING,MISSING,MISSING,MISSING,MISSING
26,هدايا للعائلة,L04-D26-P04,bghit shi haja khfifa,MISSING,MISSING,MISSING,MISSING,MISSING
26,هدايا للعائلة,L04-D26-P05,ghlefha bhal hadiya aafak,MISSING,MISSING,MISSING,MISSING,MISSING
27,سلسلة التفاوض النهائية,L04-D27-P01,bshhal hada?,MISSING,MISSING,MISSING,MISSING,MISSING
27,سلسلة التفاوض النهائية,L04-D27-P02,ghali bzaf 3liya,MISSING,MISSING,MISSING,MISSING,MISSING
27,سلسلة التفاوض النهائية,L04-D27-P03,nqdr nkhles miya,MISSING,MISSING,MISSING,MISSING,MISSING
27,سلسلة التفاوض النهائية,L04-D27-P04,zid lia hadi sghira?,MISSING,MISSING,MISSING,MISSING,MISSING
27,سلسلة التفاوض النهائية,L04-D27-P05,"wakha, tfaqna. shukran",MISSING,MISSING,MISSING,MISSING,MISSING
28,مراجعة الأسبوع 4: مشتري واثق,L04-D28-P01,kayn moshkil f hadi,MISSING,MISSING,MISSING,MISSING,MISSING
28,مراجعة الأسبوع 4: مشتري واثق,L04-D28-P02,ghlefha l-safar aafak,MISSING,MISSING,MISSING,MISSING,MISSING
28,مراجعة الأسبوع 4: مشتري واثق,L04-D28-P03,ghir kanchouf,MISSING,MISSING,MISSING,MISSING,MISSING
28,مراجعة الأسبوع 4: مشتري واثق,L04-D28-P04,wach katstahel?,MISSING,MISSING,MISSING,MISSING,MISSING
28,مراجعة الأسبوع 4: مشتري واثق,L04-D28-P05,"wakha, tfaqna. shukran",MISSING,MISSING,MISSING,MISSING,MISSING
29,مواقف سوق مختلطة,L04-D29-P01,bshhal had s-sak?,MISSING,MISSING,MISSING,MISSING,MISSING
29,مواقف سوق مختلطة,L04-D29-P02,3tini taman hsen aafak,MISSING,MISSING,MISSING,MISSING,MISSING
29,مواقف سوق مختلطة,L04-D29-P03,wach kayn b l-khel?,MISSING,MISSING,MISSING,MISSING,MISSING
29,مواقف سوق مختلطة,L04-D29-P04,"la shukran, ghir kanchouf",MISSING,MISSING,MISSING,MISSING,MISSING
29,مواقف سوق مختلطة,L04-D29-P05,"wakha, ghadi nakhdo. ghlefha mzyan",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التسوق النهائي,L04-D30-P01,"salam, bshhal hada?",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التسوق النهائي,L04-D30-P02,nqes shwiya aafak?,MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التسوق النهائي,L04-D30-P03,wach l-jawda mzyana?,MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التسوق النهائي,L04-D30-P04,"kolshi miya w 3shrin, sa7?",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التسوق النهائي,L04-D30-P05,"shukran, nhar zwin",MISSING,MISSING,MISSING,MISSING,MISSING
1,اختيار وسيلة النقل المناسبة,L05-D01-P01,shno l-wsila l-ahsan lhad lblasa?,MISSING,MISSING,MISSING,MISSING,MISSING
1,اختيار وسيلة النقل المناسبة,L05-D01-P02,wach nmsi b-tram wla b-taksi?,MISSING,MISSING,MISSING,MISSING,MISSING
1,اختيار وسيلة النقل المناسبة,L05-D01-P03,shhal ghadi yakhod l-waqt?,MISSING,MISSING,MISSING,MISSING,MISSING
1,اختيار وسيلة النقل المناسبة,L05-D01-P04,wach kayn tariq sahla?,MISSING,MISSING,MISSING,MISSING,MISSING
1,اختيار وسيلة النقل المناسبة,L05-D01-P05,"safi, ghadi nmsi b-hadi",MISSING,MISSING,MISSING,MISSING,MISSING
2,تاكسي صغير داخل المدينة,L05-D02-P01,taksi sghir l-mdina afak,MISSING,MISSING,MISSING,MISSING,MISSING
2,تاكسي صغير داخل المدينة,L05-D02-P02,bghit nmsi l-blasa hadi,MISSING,MISSING,MISSING,MISSING,MISSING
2,تاكسي صغير داخل المدينة,L05-D02-P03,wach l-compteur khdam?,MISSING,MISSING,MISSING,MISSING,MISSING
2,تاكسي صغير داخل المدينة,L05-D02-P04,qrebna?,MISSING,MISSING,MISSING,MISSING,MISSING
2,تاكسي صغير داخل المدينة,L05-D02-P05,"hna mezian, shukran",MISSING,MISSING,MISSING,MISSING,MISSING
3,طاكسي كبير بين المدن القريبة,L05-D03-P01,fin kayn taksi kbir?,MISSING,MISSING,MISSING,MISSING,MISSING
3,طاكسي كبير بين المدن القريبة,L05-D03-P02,wach ghadi l-mdina hadik?,MISSING,MISSING,MISSING,MISSING,MISSING
3,طاكسي كبير بين المدن القريبة,L05-D03-P03,bshhal l-blasa?,MISSING,MISSING,MISSING,MISSING,MISSING
3,طاكسي كبير بين المدن القريبة,L05-D03-P04,wach khasni ntsenna 3la l-kamal?,MISSING,MISSING,MISSING,MISSING,MISSING
3,طاكسي كبير بين المدن القريبة,L05-D03-P05,"mzyan, hadi blasti",MISSING,MISSING,MISSING,MISSING,MISSING
4,محطة القطار,L05-D04-P01,fin kayna l-gar?,MISSING,MISSING,MISSING,MISSING,MISSING
4,محطة القطار,L05-D04-P02,fin kayn l-bureau dyal tickets?,MISSING,MISSING,MISSING,MISSING,MISSING
4,محطة القطار,L05-D04-P03,bghit nshoof les horaires,MISSING,MISSING,MISSING,MISSING,MISSING
4,محطة القطار,L05-D04-P04,fin kayn l-quai?,MISSING,MISSING,MISSING,MISSING,MISSING
4,محطة القطار,L05-D04-P05,"shukran, ghadi ntbe3 l-3alamat",MISSING,MISSING,MISSING,MISSING,MISSING
5,شراء تذكرة القطار,L05-D05-P01,bghit ticket l-rbat afak,MISSING,MISSING,MISSING,MISSING,MISSING
5,شراء تذكرة القطار,L05-D05-P02,l-yom wla ghdda?,MISSING,MISSING,MISSING,MISSING,MISSING
5,شراء تذكرة القطار,L05-D05-P03,bghit ticket l-yom m3a l-3shiya,MISSING,MISSING,MISSING,MISSING,MISSING
5,شراء تذكرة القطار,L05-D05-P04,wach kayna blasa?,MISSING,MISSING,MISSING,MISSING,MISSING
5,شراء تذكرة القطار,L05-D05-P05,"khdit ticket, shukran",MISSING,MISSING,MISSING,MISSING,MISSING
6,المنصة ووقت الانطلاق,L05-D06-P01,f ash mn quai l-tren?,MISSING,MISSING,MISSING,MISSING,MISSING
6,المنصة ووقت الانطلاق,L05-D06-P02,wach hada tren dyal casa?,MISSING,MISSING,MISSING,MISSING,MISSING
6,المنصة ووقت الانطلاق,L05-D06-P03,shhal bqa l-depart?,MISSING,MISSING,MISSING,MISSING,MISSING
6,المنصة ووقت الانطلاق,L05-D06-P04,fin blasti f-tren?,MISSING,MISSING,MISSING,MISSING,MISSING
6,المنصة ووقت الانطلاق,L05-D06-P05,"hadi blasti, sa7?",MISSING,MISSING,MISSING,MISSING,MISSING
7,تأخر القطار أو تغيير الرحلة,L05-D07-P01,wach l-tren t2akher?,MISSING,MISSING,MISSING,MISSING,MISSING
7,تأخر القطار أو تغيير الرحلة,L05-D07-P02,shhal ghadi ybqa?,MISSING,MISSING,MISSING,MISSING,MISSING
7,تأخر القطار أو تغيير الرحلة,L05-D07-P03,wach tbeddel l-quai?,MISSING,MISSING,MISSING,MISSING,MISSING
7,تأخر القطار أو تغيير الرحلة,L05-D07-P04,khasni nbeddel ticket?,MISSING,MISSING,MISSING,MISSING,MISSING
7,تأخر القطار أو تغيير الرحلة,L05-D07-P05,"safi, ghadi ntsenna hna",MISSING,MISSING,MISSING,MISSING,MISSING
8,محطة الكار / CTM,L05-D08-P01,fin kayna mahatta dyal l-kar?,MISSING,MISSING,MISSING,MISSING,MISSING
8,محطة الكار / CTM,L05-D08-P02,wach hadi CTM?,MISSING,MISSING,MISSING,MISSING,MISSING
8,محطة الكار / CTM,L05-D08-P03,bghit ticket l-agadir,MISSING,MISSING,MISSING,MISSING,MISSING
8,محطة الكار / CTM,L05-D08-P04,f ash mn l-waqt kayn l-kar?,MISSING,MISSING,MISSING,MISSING,MISSING
8,محطة الكار / CTM,L05-D08-P05,fin ghadi nrkeb?,MISSING,MISSING,MISSING,MISSING,MISSING
9,شراء تذكرة الكار,L05-D09-P01,bghit blasa qddam ila momkin,MISSING,MISSING,MISSING,MISSING,MISSING
9,شراء تذكرة الكار,L05-D09-P02,wach l-bagage mdkhol f-taman?,MISSING,MISSING,MISSING,MISSING,MISSING
9,شراء تذكرة الكار,L05-D09-P03,bghit ticket aller simple,MISSING,MISSING,MISSING,MISSING,MISSING
9,شراء تذكرة الكار,L05-D09-P04,wach n9der nbeddel l-waqt?,MISSING,MISSING,MISSING,MISSING,MISSING
9,شراء تذكرة الكار,L05-D09-P05,3tini l-ticket afak,MISSING,MISSING,MISSING,MISSING,MISSING
10,الأمتعة في الكار,L05-D10-P01,fin nhet l-bagage?,MISSING,MISSING,MISSING,MISSING,MISSING
10,الأمتعة في الكار,L05-D10-P02,hadi shniti,MISSING,MISSING,MISSING,MISSING,MISSING
10,الأمتعة في الكار,L05-D10-P03,wach khasni ticket dyal l-bagage?,MISSING,MISSING,MISSING,MISSING,MISSING
10,الأمتعة في الكار,L05-D10-P04,nzel l-bagage hna afak,MISSING,MISSING,MISSING,MISSING,MISSING
10,الأمتعة في الكار,L05-D10-P05,"shukran, hadi dyali",MISSING,MISSING,MISSING,MISSING,MISSING
11,الترام داخل المدينة,L05-D11-P01,fin kayna station dyal tram?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الترام داخل المدينة,L05-D11-P02,wach hadi direction l-centre?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الترام داخل المدينة,L05-D11-P03,fin n9ta3 ticket?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الترام داخل المدينة,L05-D11-P04,khasni nvalidi ticket?,MISSING,MISSING,MISSING,MISSING,MISSING
11,الترام داخل المدينة,L05-D11-P05,fin nhbet?,MISSING,MISSING,MISSING,MISSING,MISSING
12,المطار والتحويل للمدينة,L05-D12-P01,fin kayn transport l-centre?,MISSING,MISSING,MISSING,MISSING,MISSING
12,المطار والتحويل للمدينة,L05-D12-P02,wach kayn tren mn l-mtar?,MISSING,MISSING,MISSING,MISSING,MISSING
12,المطار والتحويل للمدينة,L05-D12-P03,bshhal taxi l-centre?,MISSING,MISSING,MISSING,MISSING,MISSING
12,المطار والتحويل للمدينة,L05-D12-P04,bghit nmshi l-hotel mn l-mtar,MISSING,MISSING,MISSING,MISSING,MISSING
12,المطار والتحويل للمدينة,L05-D12-P05,"safi, nkhdo taxi",MISSING,MISSING,MISSING,MISSING,MISSING
13,من المحطة إلى الرياض,L05-D13-P01,bghit nmsi mn l-gar l-riad,MISSING,MISSING,MISSING,MISSING,MISSING
13,من المحطة إلى الرياض,L05-D13-P02,wach qreb men hna?,MISSING,MISSING,MISSING,MISSING,MISSING
13,من المحطة إلى الرياض,L05-D13-P03,wach n9der nmsi 3la rjli?,MISSING,MISSING,MISSING,MISSING,MISSING
13,من المحطة إلى الرياض,L05-D13-P04,"3ndi bagage, shno l-ahsan?",MISSING,MISSING,MISSING,MISSING,MISSING
13,من المحطة إلى الرياض,L05-D13-P05,wasalni l-bab dyal riad afak,MISSING,MISSING,MISSING,MISSING,MISSING
14,السؤال عن الطريق قرب المحطة,L05-D14-P01,fin kayn l-bab lkbir?,MISSING,MISSING,MISSING,MISSING,MISSING
14,السؤال عن الطريق قرب المحطة,L05-D14-P02,fin kayn l-parking?,MISSING,MISSING,MISSING,MISSING,MISSING
14,السؤال عن الطريق قرب المحطة,L05-D14-P03,wach kayn distributeur qrb?,MISSING,MISSING,MISSING,MISSING,MISSING
14,السؤال عن الطريق قرب المحطة,L05-D14-P04,"3afak, 3awd lia bshwiya",MISSING,MISSING,MISSING,MISSING,MISSING
14,السؤال عن الطريق قرب المحطة,L05-D14-P05,"fhemt, shukran bzaf",MISSING,MISSING,MISSING,MISSING,MISSING
15,ربط القطار بالطاكسي,L05-D15-P01,"mn b3d l-tren, khasni taxi",MISSING,MISSING,MISSING,MISSING,MISSING
15,ربط القطار بالطاكسي,L05-D15-P02,wach taxis kaynin f-lkharij?,MISSING,MISSING,MISSING,MISSING,MISSING
15,ربط القطار بالطاكسي,L05-D15-P03,bghit nmshi l-medina l-qadima,MISSING,MISSING,MISSING,MISSING,MISSING
15,ربط القطار بالطاكسي,L05-D15-P04,nzelni 3nd bab l-medina,MISSING,MISSING,MISSING,MISSING,MISSING
15,ربط القطار بالطاكسي,L05-D15-P05,men hna ghadi nmsi 3la rjli,MISSING,MISSING,MISSING,MISSING,MISSING
16,تخطيط رحلة بين مدينتين,L05-D16-P01,bghit nmsi mn marrakech l-fes,MISSING,MISSING,MISSING,MISSING,MISSING
16,تخطيط رحلة بين مدينتين,L05-D16-P02,"shno l-ahsan, tren wla kar?",MISSING,MISSING,MISSING,MISSING,MISSING
16,تخطيط رحلة بين مدينتين,L05-D16-P03,shhal dyal l-waqt?,MISSING,MISSING,MISSING,MISSING,MISSING
16,تخطيط رحلة بين مدينتين,L05-D16-P04,wach khasni reservation?,MISSING,MISSING,MISSING,MISSING,MISSING
16,تخطيط رحلة بين مدينتين,L05-D16-P05,khir ndirha daba,MISSING,MISSING,MISSING,MISSING,MISSING
17,آداب الطاكسي المشترك,L05-D17-P01,wach hadi blasa khawya?,MISSING,MISSING,MISSING,MISSING,MISSING
17,آداب الطاكسي المشترك,L05-D17-P02,nqder njles hna?,MISSING,MISSING,MISSING,MISSING,MISSING
17,آداب الطاكسي المشترك,L05-D17-P03,"3afak, shwiya l-janb",MISSING,MISSING,MISSING,MISSING,MISSING
17,آداب الطاكسي المشترك,L05-D17-P04,ma bghitsh nz3jkom,MISSING,MISSING,MISSING,MISSING,MISSING
17,آداب الطاكسي المشترك,L05-D17-P05,baraka 3lia hna,MISSING,MISSING,MISSING,MISSING,MISSING
18,تأكيد الوجهة مع السائق,L05-D18-P01,"sma7 lia, wach fhemt lblasa?",MISSING,MISSING,MISSING,MISSING,MISSING
18,تأكيد الوجهة مع السائق,L05-D18-P02,nwrik f-telephone,MISSING,MISSING,MISSING,MISSING,MISSING
18,تأكيد الوجهة مع السائق,L05-D18-P03,hadi hiya l-address,MISSING,MISSING,MISSING,MISSING,MISSING
18,تأكيد الوجهة مع السائق,L05-D18-P04,"ila kant mushkil, gol lia",MISSING,MISSING,MISSING,MISSING,MISSING
18,تأكيد الوجهة مع السائق,L05-D18-P05,"safi, tawkelna 3la lah",MISSING,MISSING,MISSING,MISSING,MISSING
19,الطريق الغلط أو النزول الغلط,L05-D19-P01,ban lia machi hadi tariq,MISSING,MISSING,MISSING,MISSING,MISSING
19,الطريق الغلط أو النزول الغلط,L05-D19-P02,"sma7 lia, kan khasni nhbet qbel",MISSING,MISSING,MISSING,MISSING,MISSING
19,الطريق الغلط أو النزول الغلط,L05-D19-P03,wach n9der nrje3 mn hna?,MISSING,MISSING,MISSING,MISSING,MISSING
19,الطريق الغلط أو النزول الغلط,L05-D19-P04,fin aqrab stop?,MISSING,MISSING,MISSING,MISSING,MISSING
19,الطريق الغلط أو النزول الغلط,L05-D19-P05,"mashi mushkil, shukran",MISSING,MISSING,MISSING,MISSING,MISSING
20,السفر مع الأمتعة,L05-D20-P01,3ndi shnita kbira,MISSING,MISSING,MISSING,MISSING,MISSING
20,السفر مع الأمتعة,L05-D20-P02,wach kayn blasa l-shnita?,MISSING,MISSING,MISSING,MISSING,MISSING
20,السفر مع الأمتعة,L05-D20-P03,3awnni ntle3ha afak,MISSING,MISSING,MISSING,MISSING,MISSING
20,السفر مع الأمتعة,L05-D20-P04,khlliha hna?,MISSING,MISSING,MISSING,MISSING,MISSING
20,السفر مع الأمتعة,L05-D20-P05,radd balk 3la shniti afak,MISSING,MISSING,MISSING,MISSING,MISSING
21,التنقل ليلًا بأمان,L05-D21-P01,wach had tariq amn b-llil?,MISSING,MISSING,MISSING,MISSING,MISSING
21,التنقل ليلًا بأمان,L05-D21-P02,bghit taxi mdamn,MISSING,MISSING,MISSING,MISSING,MISSING
21,التنقل ليلًا بأمان,L05-D21-P03,ma bghitsh nmsi 3la rjli b-llil,MISSING,MISSING,MISSING,MISSING,MISSING
21,التنقل ليلًا بأمان,L05-D21-P04,3yt lia taxi afak,MISSING,MISSING,MISSING,MISSING,MISSING
21,التنقل ليلًا بأمان,L05-D21-P05,ghadi ntsenna hna,MISSING,MISSING,MISSING,MISSING,MISSING
22,السفر مع صديق أو العائلة,L05-D22-P01,hna jouj,MISSING,MISSING,MISSING,MISSING,MISSING
22,السفر مع صديق أو العائلة,L05-D22-P02,bghina blays hda b3diyatna,MISSING,MISSING,MISSING,MISSING,MISSING
22,السفر مع صديق أو العائلة,L05-D22-P03,3ndna walid sghir,MISSING,MISSING,MISSING,MISSING,MISSING
22,السفر مع صديق أو العائلة,L05-D22-P04,nqdero nrkbo kamlin?,MISSING,MISSING,MISSING,MISSING,MISSING
22,السفر مع صديق أو العائلة,L05-D22-P05,khllina m3a b3diyatna afak,MISSING,MISSING,MISSING,MISSING,MISSING
23,التوقف والاستراحة في الطريق,L05-D23-P01,wach ghadi nوقفو f-tariq?,MISSING,MISSING,MISSING,MISSING,MISSING
23,التوقف والاستراحة في الطريق,L05-D23-P02,fin kayna l-wqfa?,MISSING,MISSING,MISSING,MISSING,MISSING
23,التوقف والاستراحة في الطريق,L05-D23-P03,shhal ghadi nوقفو?,MISSING,MISSING,MISSING,MISSING,MISSING
23,التوقف والاستراحة في الطريق,L05-D23-P04,bghit nmshi l-toilet b-sur3a,MISSING,MISSING,MISSING,MISSING,MISSING
23,التوقف والاستراحة في الطريق,L05-D23-P05,ma tmshiwsh bla bia afak,MISSING,MISSING,MISSING,MISSING,MISSING
24,الدفع والصرف في النقل,L05-D24-P01,bshhal l-taman?,MISSING,MISSING,MISSING,MISSING,MISSING
24,الدفع والصرف في النقل,L05-D24-P02,3ndi ghir miya,MISSING,MISSING,MISSING,MISSING,MISSING
24,الدفع والصرف في النقل,L05-D24-P03,wach 3ndk sarf?,MISSING,MISSING,MISSING,MISSING,MISSING
24,الدفع والصرف في النقل,L05-D24-P04,khod l-taman,MISSING,MISSING,MISSING,MISSING,MISSING
24,الدفع والصرف في النقل,L05-D24-P05,bqa lia shhal?,MISSING,MISSING,MISSING,MISSING,MISSING
25,الحجز بالهاتف أو واتساب,L05-D25-P01,nqder nreservi b-whatsapp?,MISSING,MISSING,MISSING,MISSING,MISSING
25,الحجز بالهاتف أو واتساب,L05-D25-P02,sift lia localisation afak,MISSING,MISSING,MISSING,MISSING,MISSING
25,الحجز بالهاتف أو واتساب,L05-D25-P03,ana ghadi nji f sitta,MISSING,MISSING,MISSING,MISSING,MISSING
25,الحجز بالهاتف أو واتساب,L05-D25-P04,smiti f-reservation,MISSING,MISSING,MISSING,MISSING,MISSING
25,الحجز بالهاتف أو واتساب,L05-D25-P05,"ila tbdel shi haja, 3yt lia",MISSING,MISSING,MISSING,MISSING,MISSING
26,كراء سيارة وparking,L05-D26-P01,bghit nkri tomobil,MISSING,MISSING,MISSING,MISSING,MISSING
26,كراء سيارة وparking,L05-D26-P02,3ndi permis,MISSING,MISSING,MISSING,MISSING,MISSING
26,كراء سيارة وparking,L05-D26-P03,wach l-assurance dakhla?,MISSING,MISSING,MISSING,MISSING,MISSING
26,كراء سيارة وparking,L05-D26-P04,fin nlqa parking?,MISSING,MISSING,MISSING,MISSING,MISSING
26,كراء سيارة وparking,L05-D26-P05,wach n9der nkhlliha hna?,MISSING,MISSING,MISSING,MISSING,MISSING
27,رحلة قصيرة خارج المدينة,L05-D27-P01,bghit nmsi l-blasa hadi nhar kaml,MISSING,MISSING,MISSING,MISSING,MISSING
27,رحلة قصيرة خارج المدينة,L05-D27-P02,shno l-wsila bach nrje3?,MISSING,MISSING,MISSING,MISSING,MISSING
27,رحلة قصيرة خارج المدينة,L05-D27-P03,wach kayn transport f l-3shiya?,MISSING,MISSING,MISSING,MISSING,MISSING
27,رحلة قصيرة خارج المدينة,L05-D27-P04,bghit nوقف hna shwiya,MISSING,MISSING,MISSING,MISSING,MISSING
27,رحلة قصيرة خارج المدينة,L05-D27-P05,rje3 lia f had l-waqt afak,MISSING,MISSING,MISSING,MISSING,MISSING
28,مشكل في الرحلة,L05-D28-P01,waq3 lia mushkil f-tariq,MISSING,MISSING,MISSING,MISSING,MISSING
28,مشكل في الرحلة,L05-D28-P02,ma lqitsh l-kar,MISSING,MISSING,MISSING,MISSING,MISSING
28,مشكل في الرحلة,L05-D28-P03,tla3t f-tren ghalat,MISSING,MISSING,MISSING,MISSING,MISSING
28,مشكل في الرحلة,L05-D28-P04,bghit n3ref shno ndir daba,MISSING,MISSING,MISSING,MISSING,MISSING
28,مشكل في الرحلة,L05-D28-P05,"3afak 3awenni, ana msafer",MISSING,MISSING,MISSING,MISSING,MISSING
29,محاكاة تنقل مختلطة,L05-D29-P01,l-yom khasni nmsi l-rbat,MISSING,MISSING,MISSING,MISSING,MISSING
29,محاكاة تنقل مختلطة,L05-D29-P02,"awal haja, fin l-gar?",MISSING,MISSING,MISSING,MISSING,MISSING
29,محاكاة تنقل مختلطة,L05-D29-P03,"men b3d, khasni taxi l-hotel",MISSING,MISSING,MISSING,MISSING,MISSING
29,محاكاة تنقل مختلطة,L05-D29-P04,"ila t2akher l-tren, shno ndir?",MISSING,MISSING,MISSING,MISSING,MISSING
29,محاكاة تنقل مختلطة,L05-D29-P05,"safi, ana wajed",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التنقل النهائي,L05-D30-P01,bghit nmsi mn hna l-mdina okhra,MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التنقل النهائي,L05-D30-P02,"shno l-ahsan, tren wla CTM?",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التنقل النهائي,L05-D30-P03,bghit ticket w blasa mzyana,MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التنقل النهائي,L05-D30-P04,"ila waq3 mushkil, ghadi nsowl",MISSING,MISSING,MISSING,MISSING,MISSING
30,اختبار التنقل النهائي,L05-D30-P05,"wslna bikhir, shukran 3la l-m3awna",MISSING,MISSING,MISSING,MISSING,MISSING
1,الدخول إلى بيت مغربي,L06-D01-P01,salam alikom,MISSING,MISSING,MISSING,MISSING,MISSING
1,الدخول إلى بيت مغربي,L06-D01-P02,shukran 3la l-3rda,MISSING,MISSING,MISSING,MISSING,MISSING
1,الدخول إلى بيت مغربي,L06-D01-P03,hadi awel mara f-dar mghribiya,MISSING,MISSING,MISSING,MISSING,MISSING
1,الدخول إلى بيت مغربي,L06-D01-P04,wash nhyd s-sbat?,MISSING,MISSING,MISSING,MISSING,MISSING
1,الدخول إلى بيت مغربي,L06-D01-P05,ndkhol aafak?,MISSING,MISSING,MISSING,MISSING,MISSING
2,التحية على كل الحاضرين,L06-D02-P01,w alikom salam,MISSING,MISSING,MISSING,MISSING,MISSING
2,التحية على كل الحاضرين,L06-D02-P02,labas alikom?,MISSING,MISSING,MISSING,MISSING,MISSING
2,التحية على كل الحاضرين,L06-D02-P03,kolshi bikhir?,MISSING,MISSING,MISSING,MISSING,MISSING
2,التحية على كل الحاضرين,L06-D02-P04,mzyan ntlaqa bikom,MISSING,MISSING,MISSING,MISSING,MISSING
2,التحية على كل الحاضرين,L06-D02-P05,smh lia ila nseet chi smiya,MISSING,MISSING,MISSING,MISSING,MISSING
3,السؤال على العائلة,L06-D03-P01,kif dayra l-3aila?,MISSING,MISSING,MISSING,MISSING,MISSING
3,السؤال على العائلة,L06-D03-P02,kif dayrin l-walidin?,MISSING,MISSING,MISSING,MISSING,MISSING
3,السؤال على العائلة,L06-D03-P03,wash 3andk khot?,MISSING,MISSING,MISSING,MISSING,MISSING
3,السؤال على العائلة,L06-D03-P04,kif dayrin d-drari?,MISSING,MISSING,MISSING,MISSING,MISSING
3,السؤال على العائلة,L06-D03-P05,allah ykhlihom lik,MISSING,MISSING,MISSING,MISSING,MISSING
4,الحديث عن عائلتك,L06-D04-P01,3ailti sghira,MISSING,MISSING,MISSING,MISSING,MISSING
4,الحديث عن عائلتك,L06-D04-P02,3andi khoya w okht,MISSING,MISSING,MISSING,MISSING,MISSING
4,الحديث عن عائلتك,L06-D04-P03,l-walidin dyali bikhir lhamdullah,MISSING,MISSING,MISSING,MISSING,MISSING
4,الحديث عن عائلتك,L06-D04-P04,ana b3id 3la dar,MISSING,MISSING,MISSING,MISSING,MISSING
4,الحديث عن عائلتك,L06-D04-P05,kanhder m3ahom f-whatsapp,MISSING,MISSING,MISSING,MISSING,MISSING
5,الأتاي داخل العائلة,L06-D05-P01,bghit atay shwiya,MISSING,MISSING,MISSING,MISSING,MISSING
5,الأتاي داخل العائلة,L06-D05-P02,l-atay mzyan bzzaf,MISSING,MISSING,MISSING,MISSING,MISSING
5,الأتاي داخل العائلة,L06-D05-P03,bla sokkar aafak,MISSING,MISSING,MISSING,MISSING,MISSING
5,الأتاي داخل العائلة,L06-D05-P04,n-naanaa zwin,MISSING,MISSING,MISSING,MISSING,MISSING
5,الأتاي داخل العائلة,L06-D05-P05,shukran 3la l-atay,MISSING,MISSING,MISSING,MISSING,MISSING
6,مدح الدار والجو,L06-D06-P01,dar zwina bzzaf,MISSING,MISSING,MISSING,MISSING,MISSING
6,مدح الدار والجو,L06-D06-P02,l-jlsa mrtiha,MISSING,MISSING,MISSING,MISSING,MISSING
6,مدح الدار والجو,L06-D06-P03,d-decor l-mghribi zwin,MISSING,MISSING,MISSING,MISSING,MISSING
6,مدح الدار والجو,L06-D06-P04,l-jaw hna dafi,MISSING,MISSING,MISSING,MISSING,MISSING
6,مدح الدار والجو,L06-D06-P05,allah y3tikom saha,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الزيارة الأولى,L06-D07-P01,ferhan nji 3ndkom,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الزيارة الأولى,L06-D07-P02,shukran 3la l-marhba,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الزيارة الأولى,L06-D07-P03,l-3aila bikhir?,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الزيارة الأولى,L06-D07-P04,l-atay kan mzyan,MISSING,MISSING,MISSING,MISSING,MISSING
7,مراجعة الزيارة الأولى,L06-D07-P05,bslama w nshofkom qrib,MISSING,MISSING,MISSING,MISSING,MISSING
8,آداب الأكل مع العائلة,L06-D08-P01,bssaha,MISSING,MISSING,MISSING,MISSING,MISSING
