level,levelNameEnglish,levelNameArabic,day,week,dayTitle,phraseNo,id,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,contentStatus
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,4,متى لا ترد بسرعة,1,L11-D24-P01,nred 3lik mn b3d,نرد عليك من بعد,I will reply to you later.,You cannot answer immediately.,wakha.,It is better to say later than ignore.,nred / 3lik / mn / b3d,assets/audio/level11/day24/l11-d24-p01-normal.mp3,assets/audio/level11/day24/l11-d24-p01-slow.mp3,assets/video/level11/day24/l11-d24-p01-scene.mp4,assets/images/video-posters/level11/day24/l11-d24-p01-poster.webp,assets/images/lesson-scenes/level11/day24/l11-d24-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,4,متى لا ترد بسرعة,2,L11-D24-P02,daba ma nqdersh nhder,دابا ما نقدرش نهضر,I cannot talk now.,You are busy or in public.,ma kain moshkil.,A clear boundary is polite.,daba / ma / nqdersh / nhder,assets/audio/level11/day24/l11-d24-p02-normal.mp3,assets/audio/level11/day24/l11-d24-p02-slow.mp3,assets/video/level11/day24/l11-d24-p02-scene.mp4,assets/images/video-posters/level11/day24/l11-d24-p02-poster.webp,assets/images/lesson-scenes/level11/day24/l11-d24-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,4,متى لا ترد بسرعة,3,L11-D24-P03,khllini nsm3 lvoice f blasa haniya,خليني نسمع الڤويس فبلاصة هانية,Let me listen to the voice note in a quiet place.,You avoid answering before understanding.,"safi, tsna.",Listening carefully prevents wrong replies.,khllini / nsm3 / lvoice / f / blasa / haniya,assets/audio/level11/day24/l11-d24-p03-normal.mp3,assets/audio/level11/day24/l11-d24-p03-slow.mp3,assets/video/level11/day24/l11-d24-p03-scene.mp4,assets/images/video-posters/level11/day24/l11-d24-p03-poster.webp,assets/images/lesson-scenes/level11/day24/l11-d24-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,4,متى لا ترد بسرعة,4,L11-D24-P04,ma bghitsh njaweb ghalat,ما بغيتش نجاوب غلط,I do not want to answer wrongly.,You explain delayed response.,"mzyan, khod waqtk.",Accuracy can matter more than speed.,ma / bghitsh / njaweb / ghalat,assets/audio/level11/day24/l11-d24-p04-normal.mp3,assets/audio/level11/day24/l11-d24-p04-slow.mp3,assets/video/level11/day24/l11-d24-p04-scene.mp4,assets/images/video-posters/level11/day24/l11-d24-p04-poster.webp,assets/images/lesson-scenes/level11/day24/l11-d24-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,24,4,متى لا ترد بسرعة,5,L11-D24-P05,naked w nrje3 lik,نأكد و نرجع ليك,I will confirm and get back to you.,You need to verify information.,wakha.,Common in practical planning.,naked / w / nrje3 / lik,assets/audio/level11/day24/l11-d24-p05-normal.mp3,assets/audio/level11/day24/l11-d24-p05-slow.mp3,assets/video/level11/day24/l11-d24-p05-scene.mp4,assets/images/video-posters/level11/day24/l11-d24-p05-poster.webp,assets/images/lesson-scenes/level11/day24/l11-d24-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,4,التعامل مع سوء فهم في رسالة,1,L11-D25-P01,"sma7 lia, fhemtk ghalat",سمح ليا، فهمتك غلط,"Sorry, I understood you wrongly.",You realize you misread a message.,ma 3lich.,Apologize simply and correct.,sma7 / lia / fhemtk / ghalat,assets/audio/level11/day25/l11-d25-p01-normal.mp3,assets/audio/level11/day25/l11-d25-p01-slow.mp3,assets/video/level11/day25/l11-d25-p01-scene.mp4,assets/images/video-posters/level11/day25/l11-d25-p01-poster.webp,assets/images/lesson-scenes/level11/day25/l11-d25-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,4,التعامل مع سوء فهم في رسالة,2,L11-D25-P02,ana 9sdt mashi hadchi,أنا قصدت ماشي هادشي,I meant something else.,Your message was misunderstood.,"ah, daba fhemt.","Clarify intent, not only words.",ana / 9sdt / mashi / hadchi,assets/audio/level11/day25/l11-d25-p02-normal.mp3,assets/audio/level11/day25/l11-d25-p02-slow.mp3,assets/video/level11/day25/l11-d25-p02-scene.mp4,assets/images/video-posters/level11/day25/l11-d25-p02-poster.webp,assets/images/lesson-scenes/level11/day25/l11-d25-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,4,التعامل مع سوء فهم في رسالة,3,L11-D25-P03,nshre7ha b tari9a okhra,نشرحها بطريقة أخرى,I will explain it another way.,You repair a confusing message.,mzyan.,Rephrasing is normal in chat.,nshre7ha / b / tari9a / okhra,assets/audio/level11/day25/l11-d25-p03-normal.mp3,assets/audio/level11/day25/l11-d25-p03-slow.mp3,assets/video/level11/day25/l11-d25-p03-scene.mp4,assets/images/video-posters/level11/day25/l11-d25-p03-poster.webp,assets/images/lesson-scenes/level11/day25/l11-d25-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,4,التعامل مع سوء فهم في رسالة,4,L11-D25-P04,wach z3fti?,واش زعفتي؟,Are you upset?,You check if tone caused a problem.,"la, 3adi.",Tone checking can prevent tension.,wach / z3fti,assets/audio/level11/day25/l11-d25-p04-normal.mp3,assets/audio/level11/day25/l11-d25-p04-slow.mp3,assets/video/level11/day25/l11-d25-p04-scene.mp4,assets/images/video-posters/level11/day25/l11-d25-p04-poster.webp,assets/images/lesson-scenes/level11/day25/l11-d25-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,25,4,التعامل مع سوء فهم في رسالة,5,L11-D25-P05,"safi, rj3na nbdaw men jdid",صافي، رجعنا نبدوا من جديد,"Okay, let’s start again.",You reset the conversation after confusion.,yallah.,A friendly reset saves the relationship.,safi / rj3na / nbdaw / men / jdid,assets/audio/level11/day25/l11-d25-p05-normal.mp3,assets/audio/level11/day25/l11-d25-p05-slow.mp3,assets/video/level11/day25/l11-d25-p05-scene.mp4,assets/images/video-posters/level11/day25/l11-d25-p05-poster.webp,assets/images/lesson-scenes/level11/day25/l11-d25-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,4,شرح أنك تتعلم الدارجة,1,L11-D26-P01,ana baqi kant3lm darija,أنا باقي كنتعلم الدارجة,I am still learning Darija.,You tell a native speaker your level.,"bravo, mzyan.",People often help when they understand you are learning.,ana / baqi / kant3lm / darija,assets/audio/level11/day26/l11-d26-p01-normal.mp3,assets/audio/level11/day26/l11-d26-p01-slow.mp3,assets/video/level11/day26/l11-d26-p01-scene.mp4,assets/images/video-posters/level11/day26/l11-d26-p01-poster.webp,assets/images/lesson-scenes/level11/day26/l11-d26-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,4,شرح أنك تتعلم الدارجة,2,L11-D26-P02,hder m3aya b shwiya,هضر معايا بشوية,Speak with me slowly.,You ask for learner-friendly speech.,wakha.,Simple learner requests are useful.,hder / m3aya / b / shwiya,assets/audio/level11/day26/l11-d26-p02-normal.mp3,assets/audio/level11/day26/l11-d26-p02-slow.mp3,assets/video/level11/day26/l11-d26-p02-scene.mp4,assets/images/video-posters/level11/day26/l11-d26-p02-poster.webp,assets/images/lesson-scenes/level11/day26/l11-d26-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,4,شرح أنك تتعلم الدارجة,3,L11-D26-P03,"ila ghalt, s7e7 lia",إلا غلطت، صحح ليا,"If I make a mistake, correct me.",You invite correction.,mzyan.,This turns every chat into practice.,ila / ghalt / s7e7 / lia,assets/audio/level11/day26/l11-d26-p03-normal.mp3,assets/audio/level11/day26/l11-d26-p03-slow.mp3,assets/video/level11/day26/l11-d26-p03-scene.mp4,assets/images/video-posters/level11/day26/l11-d26-p03-poster.webp,assets/images/lesson-scenes/level11/day26/l11-d26-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,4,شرح أنك تتعلم الدارجة,4,L11-D26-P04,bghit nt3lm lhdra dyal kul nhar,بغيت نتعلم الهضرة ديال كل نهار,I want to learn everyday speech.,You explain your learning goal.,hadi hiya darija.,Level 11 is about real-life language.,bghit / nt3lm / lhdra / dyal / kul / nhar,assets/audio/level11/day26/l11-d26-p04-normal.mp3,assets/audio/level11/day26/l11-d26-p04-slow.mp3,assets/video/level11/day26/l11-d26-p04-scene.mp4,assets/images/video-posters/level11/day26/l11-d26-p04-poster.webp,assets/images/lesson-scenes/level11/day26/l11-d26-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,4,شرح أنك تتعلم الدارجة,5,L11-D26-P05,shukran 3la ssber dyalk,شكرا على الصبر ديالك,Thank you for your patience.,You thank someone helping you learn.,marhba.,Gratitude keeps helpers motivated.,shukran / 3la / ssber / dyalk,assets/audio/level11/day26/l11-d26-p05-normal.mp3,assets/audio/level11/day26/l11-d26-p05-slow.mp3,assets/video/level11/day26/l11-d26-p05-scene.mp4,assets/images/video-posters/level11/day26/l11-d26-p05-poster.webp,assets/images/lesson-scenes/level11/day26/l11-d26-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,4,تحويل رسالة إلى موقف,1,L11-D27-P01,had lmessage kay3ni shno khasni ndir?,هاد الميساج كيعني شنو خاصني ندير؟,What does this message mean I should do?,You turn a message into an action.,khassek tmshi tma.,Action understanding is the Darija30 goal.,had / lmessage / kay3ni / shno / khasni / ndir,assets/audio/level11/day27/l11-d27-p01-normal.mp3,assets/audio/level11/day27/l11-d27-p01-slow.mp3,assets/video/level11/day27/l11-d27-p01-scene.mp4,assets/images/video-posters/level11/day27/l11-d27-p01-poster.webp,assets/images/lesson-scenes/level11/day27/l11-d27-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,4,تحويل رسالة إلى موقف,2,L11-D27-P02,lmaw9if howa lmaw3id,الموقف هو الموعد,The situation is the appointment.,You identify the real-life scene behind the message.,iyah.,Name the scene before translating words.,lmaw9if / howa / lmaw3id,assets/audio/level11/day27/l11-d27-p02-normal.mp3,assets/audio/level11/day27/l11-d27-p02-slow.mp3,assets/video/level11/day27/l11-d27-p02-scene.mp4,assets/images/video-posters/level11/day27/l11-d27-p02-poster.webp,assets/images/lesson-scenes/level11/day27/l11-d27-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,4,تحويل رسالة إلى موقف,3,L11-D27-P03,lfi3l li khasni ndir howa nji,الفعل اللي خاصني ندير هو نجي,The action I need to do is come.,You extract the action from a message.,s7i7.,Action extraction helps real communication.,lfi3l / li / khasni / ndir / howa / nji,assets/audio/level11/day27/l11-d27-p03-normal.mp3,assets/audio/level11/day27/l11-d27-p03-slow.mp3,assets/video/level11/day27/l11-d27-p03-scene.mp4,assets/images/video-posters/level11/day27/l11-d27-p03-poster.webp,assets/images/lesson-scenes/level11/day27/l11-d27-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,4,تحويل رسالة إلى موقف,4,L11-D27-P04,"lmessage fih talab, mashi ghir khbar",الميساج فيه طلب، ماشي غير خبر,"The message has a request, not just information.",You distinguish message purpose.,mzyan.,"Purpose matters: request, info, joke, warning, invitation.",lmessage / fih / talab / mashi / ghir / khbar,assets/audio/level11/day27/l11-d27-p04-normal.mp3,assets/audio/level11/day27/l11-d27-p04-slow.mp3,assets/video/level11/day27/l11-d27-p04-scene.mp4,assets/images/video-posters/level11/day27/l11-d27-p04-poster.webp,assets/images/lesson-scenes/level11/day27/l11-d27-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,4,تحويل رسالة إلى موقف,5,L11-D27-P05,daba njaweb 3la lmaw9if,دابا نجاوب على الموقف,Now I will answer the situation.,You reply based on the scene.,yallah.,"Reply to the situation, not isolated words.",daba / njaweb / 3la / lmaw9if,assets/audio/level11/day27/l11-d27-p05-normal.mp3,assets/audio/level11/day27/l11-d27-p05-slow.mp3,assets/video/level11/day27/l11-d27-p05-scene.mp4,assets/images/video-posters/level11/day27/l11-d27-p05-poster.webp,assets/images/lesson-scenes/level11/day27/l11-d27-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,4,محادثة صوتية قصيرة,1,L11-D28-P01,"alo, wach katsma3ni?",ألو، واش كتسمعني؟,"Hello, can you hear me?",You start a short voice call.,"iyah, kansm3k.",Call openings are direct.,alo / wach / katsma3ni,assets/audio/level11/day28/l11-d28-p01-normal.mp3,assets/audio/level11/day28/l11-d28-p01-slow.mp3,assets/video/level11/day28/l11-d28-p01-scene.mp4,assets/images/video-posters/level11/day28/l11-d28-p01-poster.webp,assets/images/lesson-scenes/level11/day28/l11-d28-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,4,محادثة صوتية قصيرة,2,L11-D28-P02,nta baqi m3aya?,نتا باقي معايا؟,Are you still with me?,The call becomes silent.,"iyah, m3ak.",This phrase is common during unstable calls.,nta / baqi / m3aya,assets/audio/level11/day28/l11-d28-p02-normal.mp3,assets/audio/level11/day28/l11-d28-p02-slow.mp3,assets/video/level11/day28/l11-d28-p02-scene.mp4,assets/images/video-posters/level11/day28/l11-d28-p02-poster.webp,assets/images/lesson-scenes/level11/day28/l11-d28-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,4,محادثة صوتية قصيرة,3,L11-D28-P03,lreseau d3if shwiya,الريزو ضعيف شوية,The network is a bit weak.,The call quality is poor.,"iyah, kat9ta3.",Network explanations are common in phone Darija.,lreseau / d3if / shwiya,assets/audio/level11/day28/l11-d28-p03-normal.mp3,assets/audio/level11/day28/l11-d28-p03-slow.mp3,assets/video/level11/day28/l11-d28-p03-scene.mp4,assets/images/video-posters/level11/day28/l11-d28-p03-poster.webp,assets/images/lesson-scenes/level11/day28/l11-d28-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,4,محادثة صوتية قصيرة,4,L11-D28-P04,n3ayet lik mn b3d,نعيط ليك من بعد,I will call you later.,You cannot continue the call.,wakha.,Calling later is clearer than staying unclear.,n3ayet / lik / mn / b3d,assets/audio/level11/day28/l11-d28-p04-normal.mp3,assets/audio/level11/day28/l11-d28-p04-slow.mp3,assets/video/level11/day28/l11-d28-p04-scene.mp4,assets/images/video-posters/level11/day28/l11-d28-p04-poster.webp,assets/images/lesson-scenes/level11/day28/l11-d28-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,4,محادثة صوتية قصيرة,5,L11-D28-P05,"safi, sm3na b3diyatna",صافي، سمعنا بعضياتنا,"Okay, we heard each other.",You close the quick voice exchange.,bslama.,Close calls with confirmation and goodbye.,safi / sm3na / b3diyatna,assets/audio/level11/day28/l11-d28-p05-normal.mp3,assets/audio/level11/day28/l11-d28-p05-slow.mp3,assets/video/level11/day28/l11-d28-p05-scene.mp4,assets/images/video-posters/level11/day28/l11-d28-p05-poster.webp,assets/images/lesson-scenes/level11/day28/l11-d28-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,5,مراجعة native listening,1,L11-D29-P01,kanfhem lmawdo3 qbel lklmat,كنفهم الموضوع قبل الكلمات,I understand the topic before the words.,You review native listening strategy.,hadi mohimma.,Topic first is a real listening skill.,kanfhem / lmawdo3 / qbel / lklmat,assets/audio/level11/day29/l11-d29-p01-normal.mp3,assets/audio/level11/day29/l11-d29-p01-slow.mp3,assets/video/level11/day29/l11-d29-p01-scene.mp4,assets/images/video-posters/level11/day29/l11-d29-p01-poster.webp,assets/images/lesson-scenes/level11/day29/l11-d29-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,5,مراجعة native listening,2,L11-D29-P02,kanl9a lklmat lmohimmin,كنلقى الكلمات المهمين,I find the important words.,You identify keywords in fast audio.,mzyan.,Keywords unlock meaning.,kanl9a / lklmat / lmohimmin,assets/audio/level11/day29/l11-d29-p02-normal.mp3,assets/audio/level11/day29/l11-d29-p02-slow.mp3,assets/video/level11/day29/l11-d29-p02-scene.mp4,assets/images/video-posters/level11/day29/l11-d29-p02-poster.webp,assets/images/lesson-scenes/level11/day29/l11-d29-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,5,مراجعة native listening,3,L11-D29-P03,kanfr9 bin joke w serious,كنفرق بين جوك و serious,I distinguish joke from serious tone.,You review tone skills.,bravo.,Tone is a social listening skill.,kanfr9 / bin / joke / w / serious,assets/audio/level11/day29/l11-d29-p03-normal.mp3,assets/audio/level11/day29/l11-d29-p03-slow.mp3,assets/video/level11/day29/l11-d29-p03-scene.mp4,assets/images/video-posters/level11/day29/l11-d29-p03-poster.webp,assets/images/lesson-scenes/level11/day29/l11-d29-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,5,مراجعة native listening,4,L11-D29-P04,kanjaweb b jumla sghira,كنجاوب بجملة صغيرة,I answer with a small sentence.,You keep native conversation going.,hadi hiya.,Short replies are enough at this stage.,kanjaweb / b / jumla / sghira,assets/audio/level11/day29/l11-d29-p04-normal.mp3,assets/audio/level11/day29/l11-d29-p04-slow.mp3,assets/video/level11/day29/l11-d29-p04-scene.mp4,assets/images/video-posters/level11/day29/l11-d29-p04-poster.webp,assets/images/lesson-scenes/level11/day29/l11-d29-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,5,مراجعة native listening,5,L11-D29-P05,baqi khassni native QA,باقي خاصني native QA,I still need native QA.,You mark the level as draft before audio.,s7i7.,Draft content must be checked before recording.,baqi / khassni / native / QA,assets/audio/level11/day29/l11-d29-p05-normal.mp3,assets/audio/level11/day29/l11-d29-p05-slow.mp3,assets/video/level11/day29/l11-d29-p05-scene.mp4,assets/images/video-posters/level11/day29/l11-d29-p05-poster.webp,assets/images/lesson-scenes/level11/day29/l11-d29-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,5,اختبار Level 11: واتساب ومقطع حقيقي,1,L11-D30-P01,qrit lmessage b 3 w 7 w 9,قريت الميساج ب 3 و 7 و 9,"I read the message with 3, 7, and 9.",Final test: you read an Arabizi-style message.,mzyan.,This proves chat decoding.,qrit / lmessage / b / 3 / w / 7 / w / 9,assets/audio/level11/day30/l11-d30-p01-normal.mp3,assets/audio/level11/day30/l11-d30-p01-slow.mp3,assets/video/level11/day30/l11-d30-p01-scene.mp4,assets/images/video-posters/level11/day30/l11-d30-p01-poster.webp,assets/images/lesson-scenes/level11/day30/l11-d30-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,5,اختبار Level 11: واتساب ومقطع حقيقي,2,L11-D30-P02,sma3t lvoice w fhemt lfikra,سمعت الڤويس و فهمت الفكرة,I listened to the voice note and understood the idea.,Final test: you understand a real voice note.,bravo.,Understanding the idea is the main target.,sma3t / lvoice / w / fhemt / lfikra,assets/audio/level11/day30/l11-d30-p02-normal.mp3,assets/audio/level11/day30/l11-d30-p02-slow.mp3,assets/video/level11/day30/l11-d30-p02-scene.mp4,assets/images/video-posters/level11/day30/l11-d30-p02-poster.webp,assets/images/lesson-scenes/level11/day30/l11-d30-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,5,اختبار Level 11: واتساب ومقطع حقيقي,3,L11-D30-P03,shft video w l9it lklma lmohimma,شفت فيديو و لقيت الكلمة المهمة,I watched a video and found the key word.,Final test: you find a key word in a clip.,hadi qafza.,Media listening uses visual context plus keywords.,shft / video / w / l9it / lklma / lmohimma,assets/audio/level11/day30/l11-d30-p03-normal.mp3,assets/audio/level11/day30/l11-d30-p03-slow.mp3,assets/video/level11/day30/l11-d30-p03-scene.mp4,assets/images/video-posters/level11/day30/l11-d30-p03-poster.webp,assets/images/lesson-scenes/level11/day30/l11-d30-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,5,اختبار Level 11: واتساب ومقطع حقيقي,4,L11-D30-P04,jawbt b darija sghira,جاوبت بدارجة صغيرة,I answered with a small Darija phrase.,Final test: you send a simple reply.,mzyan bzaf.,Small reply beats silence.,jawbt / b / darija / sghira,assets/audio/level11/day30/l11-d30-p04-normal.mp3,assets/audio/level11/day30/l11-d30-p04-slow.mp3,assets/video/level11/day30/l11-d30-p04-scene.mp4,assets/images/video-posters/level11/day30/l11-d30-p04-poster.webp,assets/images/lesson-scenes/level11/day30/l11-d30-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,5,اختبار Level 11: واتساب ومقطع حقيقي,5,L11-D30-P05,daba nqder ndkhol lmedia l7qiqiya,دابا نقدر ندخل للميديا الحقيقية,Now I can enter real media.,Final close: you are ready for real short media.,yallah llevel jay.,Level 11 prepares the learner for full simulation.,daba / nqder / ndkhol / lmedia / l7qiqiya,assets/audio/level11/day30/l11-d30-p05-normal.mp3,assets/audio/level11/day30/l11-d30-p05-slow.mp3,assets/video/level11/day30/l11-d30-p05-scene.mp4,assets/images/video-posters/level11/day30/l11-d30-p05-poster.webp,assets/images/lesson-scenes/level11/day30/l11-d30-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
