level,levelNameEnglish,levelNameArabic,day,week,dayTitle,phraseNumber,id,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,mediaProductionStatus
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,26,4,الحدود الدينية والثقافية,2,L10-D26-P02,You ask if speaking loudly is okay.,Is it okay to speak loudly here?,wash 3adi nhder b swt 3ali hna?,واش عادي نهضر بصوت عالي هنا؟,"la, b shwiya",Quiet respect fits religious and family spaces.,assets/audio/level10/day26/l10-d26-p02-normal.mp3,assets/audio/level10/day26/l10-d26-p02-slow.mp3,assets/video/level10/day26/l10-d26-p02-scene.mp4,assets/images/video-posters/level10/day26/l10-d26-p02-poster.webp,assets/images/lesson-scenes/level10/day26/l10-d26-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,26,4,الحدود الدينية والثقافية,3,L10-D26-P03,You ask if you should remove shoes.,Should I remove my shoes?,wash khasni n7yed sbati?,واش خاصني نحيد صباطي؟,iyeh,Shoe customs vary by home/place.,assets/audio/level10/day26/l10-d26-p03-normal.mp3,assets/audio/level10/day26/l10-d26-p03-slow.mp3,assets/video/level10/day26/l10-d26-p03-scene.mp4,assets/images/video-posters/level10/day26/l10-d26-p03-poster.webp,assets/images/lesson-scenes/level10/day26/l10-d26-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,26,4,الحدود الدينية والثقافية,4,L10-D26-P04,"You say I did not know, sorry.","I did not know, sorry.","ma kontsh 3aref, sme7 lia",ما كنتش عارف، سمح ليا,ma kayn moshkil,A fast apology repairs small cultural mistakes.,assets/audio/level10/day26/l10-d26-p04-normal.mp3,assets/audio/level10/day26/l10-d26-p04-slow.mp3,assets/video/level10/day26/l10-d26-p04-scene.mp4,assets/images/video-posters/level10/day26/l10-d26-p04-poster.webp,assets/images/lesson-scenes/level10/day26/l10-d26-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,26,4,الحدود الدينية والثقافية,5,L10-D26-P05,You ask to learn the correct way.,"Teach me the correct way, please.",3llmni tariqa s7i7a aafak,علمني الطريقة الصحيحة عافاك,b kul far7,Learner humility builds goodwill.,assets/audio/level10/day26/l10-d26-p05-normal.mp3,assets/audio/level10/day26/l10-d26-p05-slow.mp3,assets/video/level10/day26/l10-d26-p05-scene.mp4,assets/images/video-posters/level10/day26/l10-d26-p05-poster.webp,assets/images/lesson-scenes/level10/day26/l10-d26-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,27,4,المزاح والكلام الحساس,1,L10-D27-P01,You ask if your joke is okay.,Was my joke okay?,wash d-d7k dyali kan mzyan?,واش الضحك ديالي كان مزيان؟,iyeh / shwiya,Jokes do not always travel across cultures; checking is wise.,assets/audio/level10/day27/l10-d27-p01-normal.mp3,assets/audio/level10/day27/l10-d27-p01-slow.mp3,assets/video/level10/day27/l10-d27-p01-scene.mp4,assets/images/video-posters/level10/day27/l10-d27-p01-poster.webp,assets/images/lesson-scenes/level10/day27/l10-d27-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,27,4,المزاح والكلام الحساس,2,L10-D27-P02,You apologize if the joke was not appropriate.,I was only joking; sorry if it was not appropriate.,"knt ghir kand7ak, sme7 lia ila ma kanch mnasb",كنت غير كنضحك، سمح ليا إلا ما كانش مناسب,ma kayn moshkil,A quick repair protects the relationship.,assets/audio/level10/day27/l10-d27-p02-normal.mp3,assets/audio/level10/day27/l10-d27-p02-slow.mp3,assets/video/level10/day27/l10-d27-p02-scene.mp4,assets/images/video-posters/level10/day27/l10-d27-p02-poster.webp,assets/images/lesson-scenes/level10/day27/l10-d27-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,27,4,المزاح والكلام الحساس,3,L10-D27-P03,You say you did not understand the joke.,I did not understand the joke.,ma fhemtsh n-nokta,ما فهمتش النكتة,nshra7ها lik,Asking for explanation is better than fake laughing.,assets/audio/level10/day27/l10-d27-p03-normal.mp3,assets/audio/level10/day27/l10-d27-p03-slow.mp3,assets/video/level10/day27/l10-d27-p03-scene.mp4,assets/images/video-posters/level10/day27/l10-d27-p03-poster.webp,assets/images/lesson-scenes/level10/day27/l10-d27-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,27,4,المزاح والكلام الحساس,4,L10-D27-P04,You ask if a word is polite.,Is this word polite?,wash had l-kelma m2addba?,واش هاد الكلمة مؤدبة؟,iyeh / la,Some words are fine with friends but not elders.,assets/audio/level10/day27/l10-d27-p04-normal.mp3,assets/audio/level10/day27/l10-d27-p04-slow.mp3,assets/video/level10/day27/l10-d27-p04-scene.mp4,assets/images/video-posters/level10/day27/l10-d27-p04-poster.webp,assets/images/lesson-scenes/level10/day27/l10-d27-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,27,4,المزاح والكلام الحساس,5,L10-D27-P05,You say you want to speak respectfully.,I want to speak respectfully.,bghit nhder b i7tiram,بغيت نهضر باحترام,hadshi mzyan,Respectful intention matters when language is imperfect.,assets/audio/level10/day27/l10-d27-p05-normal.mp3,assets/audio/level10/day27/l10-d27-p05-slow.mp3,assets/video/level10/day27/l10-d27-p05-scene.mp4,assets/images/video-posters/level10/day27/l10-d27-p05-poster.webp,assets/images/lesson-scenes/level10/day27/l10-d27-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,28,4,مراجعة الأسبوع الرابع,1,L10-D28-P01,You ask for plan confirmation.,"Confirm before I come, please.",2akked lia qbel ma nji aafak,أكد ليا قبل ما نجي عافاك,wakha,Review planning.,assets/audio/level10/day28/l10-d28-p01-normal.mp3,assets/audio/level10/day28/l10-d28-p01-slow.mp3,assets/video/level10/day28/l10-d28-p01-scene.mp4,assets/images/video-posters/level10/day28/l10-d28-p01-poster.webp,assets/images/lesson-scenes/level10/day28/l10-d28-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,28,4,مراجعة الأسبوع الرابع,2,L10-D28-P02,You apologize to a neighbor for noise.,"Sorry for the noise, neighbor.",sme7 lia 3la s-sda3 a jari,سمح ليا على الصداع آ جاري,ma kayn moshkil,Review neighbor respect.,assets/audio/level10/day28/l10-d28-p02-normal.mp3,assets/audio/level10/day28/l10-d28-p02-slow.mp3,assets/video/level10/day28/l10-d28-p02-scene.mp4,assets/images/video-posters/level10/day28/l10-d28-p02-poster.webp,assets/images/lesson-scenes/level10/day28/l10-d28-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,28,4,مراجعة الأسبوع الرابع,3,L10-D28-P03,You say leave the place clean.,We should leave the place clean.,khassna nkhelliw lblasa n9iya,خاصنا نخليو البلاصة نقية,s7i7,Review environmental respect.,assets/audio/level10/day28/l10-d28-p03-normal.mp3,assets/audio/level10/day28/l10-d28-p03-slow.mp3,assets/video/level10/day28/l10-d28-p03-scene.mp4,assets/images/video-posters/level10/day28/l10-d28-p03-poster.webp,assets/images/lesson-scenes/level10/day28/l10-d28-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,28,4,مراجعة الأسبوع الرابع,4,L10-D28-P04,You thank the family for receiving you.,Thank you for receiving us.,shukran 3la l-istiqbal,شكراً على الاستقبال,marhba bikom,Review rural/home hospitality.,assets/audio/level10/day28/l10-d28-p04-normal.mp3,assets/audio/level10/day28/l10-d28-p04-slow.mp3,assets/video/level10/day28/l10-d28-p04-scene.mp4,assets/images/video-posters/level10/day28/l10-d28-p04-poster.webp,assets/images/lesson-scenes/level10/day28/l10-d28-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,28,4,مراجعة الأسبوع الرابع,5,L10-D28-P05,You ask to learn the correct way.,"Teach me the correct way, please.",3llmni tariqa s7i7a aafak,علمني الطريقة الصحيحة عافاك,wakha,Review cultural humility.,assets/audio/level10/day28/l10-d28-p05-normal.mp3,assets/audio/level10/day28/l10-d28-p05-slow.mp3,assets/video/level10/day28/l10-d28-p05-scene.mp4,assets/images/video-posters/level10/day28/l10-d28-p05-poster.webp,assets/images/lesson-scenes/level10/day28/l10-d28-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,29,5,مواقف ثقافية مختلطة,1,L10-D29-P01,"You enter a home, greet, and thank the host.",Peace be upon you; thank you for inviting me.,"salam 3likom, shukran 3la l-3rida",سلام عليكم، شكراً على العريضة,marhba bik,Mixed home-entry situation.,assets/audio/level10/day29/l10-d29-p01-normal.mp3,assets/audio/level10/day29/l10-d29-p01-slow.mp3,assets/video/level10/day29/l10-d29-p01-scene.mp4,assets/images/video-posters/level10/day29/l10-d29-p01-poster.webp,assets/images/lesson-scenes/level10/day29/l10-d29-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,29,5,مواقف ثقافية مختلطة,2,L10-D29-P02,You accept tea but ask for less sugar.,"Tea would be nice, but little sugar please.","atay mzyan, walakin shwiya skkar aafak",أتاي مزيان، ولكن شوية سكر عافاك,wakha,Mixed hospitality/comfort.,assets/audio/level10/day29/l10-d29-p02-normal.mp3,assets/audio/level10/day29/l10-d29-p02-slow.mp3,assets/video/level10/day29/l10-d29-p02-scene.mp4,assets/images/video-posters/level10/day29/l10-d29-p02-poster.webp,assets/images/lesson-scenes/level10/day29/l10-d29-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,29,5,مواقف ثقافية مختلطة,3,L10-D29-P03,You ask before taking a wedding photo.,Can I take a photo of the celebration?,n9dr nswwer l-7afla?,نقدر نصور الحفلة؟,iyeh / la,Mixed celebration/privacy.,assets/audio/level10/day29/l10-d29-p03-normal.mp3,assets/audio/level10/day29/l10-d29-p03-slow.mp3,assets/video/level10/day29/l10-d29-p03-scene.mp4,assets/images/video-posters/level10/day29/l10-d29-p03-poster.webp,assets/images/lesson-scenes/level10/day29/l10-d29-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,29,5,مواقف ثقافية مختلطة,4,L10-D29-P04,You refuse politely and postpone.,"Thank you, maybe another time.","shukran, ymkn marra khra",شكراً، يمكن مرة خرا,wakha,Mixed soft refusal.,assets/audio/level10/day29/l10-d29-p04-normal.mp3,assets/audio/level10/day29/l10-d29-p04-slow.mp3,assets/video/level10/day29/l10-d29-p04-scene.mp4,assets/images/video-posters/level10/day29/l10-d29-p04-poster.webp,assets/images/lesson-scenes/level10/day29/l10-d29-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,29,5,مواقف ثقافية مختلطة,5,L10-D29-P05,You apologize for a cultural mistake.,"I did not know, sorry.","ma kontsh 3aref, sme7 lia",ما كنتش عارف، سمح ليا,ma kayn moshkil,Mixed repair phrase.,assets/audio/level10/day29/l10-d29-p05-normal.mp3,assets/audio/level10/day29/l10-d29-p05-slow.mp3,assets/video/level10/day29/l10-d29-p05-scene.mp4,assets/images/video-posters/level10/day29/l10-d29-p05-poster.webp,assets/images/lesson-scenes/level10/day29/l10-d29-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,30,5,اختبار ثقافي نهائي,1,L10-D30-P01,You greet elders and ask about family.,Peace be upon you; how is the family?,"salam 3likom, kif dayera l-3a2ila?",سلام عليكم، كيف دايرة العائلة؟,kolshi bikhir,Final cultural entry.,assets/audio/level10/day30/l10-d30-p01-normal.mp3,assets/audio/level10/day30/l10-d30-p01-slow.mp3,assets/video/level10/day30/l10-d30-p01-scene.mp4,assets/images/video-posters/level10/day30/l10-d30-p01-poster.webp,assets/images/lesson-scenes/level10/day30/l10-d30-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,30,5,اختبار ثقافي نهائي,2,L10-D30-P02,You accept hospitality and praise the tea.,"The tea is delicious, tbarkellah.","atay bnine, tbarkellah",أتاي بنين، تبارك الله,bssa7tek,Final hospitality.,assets/audio/level10/day30/l10-d30-p02-normal.mp3,assets/audio/level10/day30/l10-d30-p02-slow.mp3,assets/video/level10/day30/l10-d30-p02-scene.mp4,assets/images/video-posters/level10/day30/l10-d30-p02-poster.webp,assets/images/lesson-scenes/level10/day30/l10-d30-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,30,5,اختبار ثقافي نهائي,3,L10-D30-P03,You ask permission before taking a photo.,"Can I take a photo, please?",n9dr nswwer aafak?,نقدر نصور عافاك؟,iyeh / la,Final privacy rule.,assets/audio/level10/day30/l10-d30-p03-normal.mp3,assets/audio/level10/day30/l10-d30-p03-slow.mp3,assets/video/level10/day30/l10-d30-p03-scene.mp4,assets/images/video-posters/level10/day30/l10-d30-p03-poster.webp,assets/images/lesson-scenes/level10/day30/l10-d30-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,30,5,اختبار ثقافي نهائي,4,L10-D30-P04,You ask for a clear answer politely.,"Can you give me a clear answer, please?",t9dr t3tini jawb wad7 aafak?,تقدر تعطيني جواب واضح عافاك؟,iyeh,Final indirect communication rule.,assets/audio/level10/day30/l10-d30-p04-normal.mp3,assets/audio/level10/day30/l10-d30-p04-slow.mp3,assets/video/level10/day30/l10-d30-p04-scene.mp4,assets/images/video-posters/level10/day30/l10-d30-p04-poster.webp,assets/images/lesson-scenes/level10/day30/l10-d30-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
10,Moroccan Culture Deep Dive,التعمق في الثقافة المغربية,30,5,اختبار ثقافي نهائي,5,L10-D30-P05,You thank everyone and say goodbye.,"Thank you for everything, goodbye.","shukran 3la kolshi, bslama",شكراً على كلشي، بسلامة,"bslama, tji bikhir",Final warm exit.,assets/audio/level10/day30/l10-d30-p05-normal.mp3,assets/audio/level10/day30/l10-d30-p05-slow.mp3,assets/video/level10/day30/l10-d30-p05-scene.mp4,assets/images/video-posters/level10/day30/l10-d30-p05-poster.webp,assets/images/lesson-scenes/level10/day30/l10-d30-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
