level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,sceneRole,sceneTitle,place,trigger,learnerGoal,learnerSaysIntent,possibleMoroccanReply,cultureRule,imagePromptSeed,videoActionSeed,mediaReadinessRule,differentiationNote
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,شرح أنك تتعلم الدارجة,3,L11-D26-S03,L11-D26-P03,توضيح أو سؤال,توضيح أو سؤال — شرح أنك تتعلم الدارجة,شارع سريع الكلام,المتعلم في شارع سريع الكلام ضمن موقف: شرح أنك تتعلم الدارجة. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: شرح أنك تتعلم الدارجة.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف شرح أنك تتعلم الدارجة.,واخا، مرحبا.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في شارع سريع الكلام بالمغرب، الموقف هو “شرح أنك تتعلم الدارجة”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في شارع سريع الكلام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,شرح أنك تتعلم الدارجة,4,L11-D26-S04,L11-D26-P04,رد على جواب مغربي,رد على جواب مغربي — شرح أنك تتعلم الدارجة,شارع سريع الكلام,المتعلم في شارع سريع الكلام ضمن موقف: شرح أنك تتعلم الدارجة. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: شرح أنك تتعلم الدارجة.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف شرح أنك تتعلم الدارجة.,ما كاين حتى مشكل.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في شارع سريع الكلام بالمغرب، الموقف هو “شرح أنك تتعلم الدارجة”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في شارع سريع الكلام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,26,شرح أنك تتعلم الدارجة,5,L11-D26-S05,L11-D26-P05,إغلاق الموقف,إغلاق الموقف — شرح أنك تتعلم الدارجة,شارع سريع الكلام,المتعلم في شارع سريع الكلام ضمن موقف: شرح أنك تتعلم الدارجة. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: شرح أنك تتعلم الدارجة.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف شرح أنك تتعلم الدارجة.,شوية وصافي.,استعمال “عافاك” يجعل الطلب ألطف مع الغرباء.,صورة ذهنية واقعية: متعلم أجنبي في شارع سريع الكلام بالمغرب، الموقف هو “شرح أنك تتعلم الدارجة”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في شارع سريع الكلام، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,1,L11-D27-S01,L11-D27-P01,فتح الموقف,فتح الموقف — تحويل رسالة إلى موقف,فيديو قصير,المتعلم في فيديو قصير ضمن موقف: تحويل رسالة إلى موقف. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تحويل رسالة إلى موقف.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف تحويل رسالة إلى موقف.,صافي، اتفقنا.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في فيديو قصير بالمغرب، الموقف هو “تحويل رسالة إلى موقف”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في فيديو قصير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “صافي، اتفقنا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,2,L11-D27-S02,L11-D27-P02,طلب أساسي,طلب أساسي — تحويل رسالة إلى موقف,فيديو قصير,المتعلم في فيديو قصير ضمن موقف: تحويل رسالة إلى موقف. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تحويل رسالة إلى موقف.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف تحويل رسالة إلى موقف.,واخا، مرحبا.,استعمال “عافاك” يجعل الطلب ألطف مع الغرباء.,صورة ذهنية واقعية: متعلم أجنبي في فيديو قصير بالمغرب، الموقف هو “تحويل رسالة إلى موقف”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في فيديو قصير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,3,L11-D27-S03,L11-D27-P03,توضيح أو سؤال,توضيح أو سؤال — تحويل رسالة إلى موقف,فيديو قصير,المتعلم في فيديو قصير ضمن موقف: تحويل رسالة إلى موقف. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تحويل رسالة إلى موقف.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف تحويل رسالة إلى موقف.,ما كاين حتى مشكل.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في فيديو قصير بالمغرب، الموقف هو “تحويل رسالة إلى موقف”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في فيديو قصير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,4,L11-D27-S04,L11-D27-P04,رد على جواب مغربي,رد على جواب مغربي — تحويل رسالة إلى موقف,فيديو قصير,المتعلم في فيديو قصير ضمن موقف: تحويل رسالة إلى موقف. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تحويل رسالة إلى موقف.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف تحويل رسالة إلى موقف.,شوية وصافي.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في فيديو قصير بالمغرب، الموقف هو “تحويل رسالة إلى موقف”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في فيديو قصير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,27,تحويل رسالة إلى موقف,5,L11-D27-S05,L11-D27-P05,إغلاق الموقف,إغلاق الموقف — تحويل رسالة إلى موقف,فيديو قصير,المتعلم في فيديو قصير ضمن موقف: تحويل رسالة إلى موقف. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: تحويل رسالة إلى موقف.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف تحويل رسالة إلى موقف.,دابا نشوفو.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في فيديو قصير بالمغرب، الموقف هو “تحويل رسالة إلى موقف”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في فيديو قصير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,محادثة صوتية قصيرة,1,L11-D28-S01,L11-D28-P01,فتح الموقف,فتح الموقف — محادثة صوتية قصيرة,مقهى مع كلام سريع,المتعلم في مقهى مع كلام سريع ضمن موقف: محادثة صوتية قصيرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: محادثة صوتية قصيرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف محادثة صوتية قصيرة.,واخا، مرحبا.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في مقهى مع كلام سريع بالمغرب، الموقف هو “محادثة صوتية قصيرة”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى مع كلام سريع، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,محادثة صوتية قصيرة,2,L11-D28-S02,L11-D28-P02,طلب أساسي,طلب أساسي — محادثة صوتية قصيرة,مقهى مع كلام سريع,المتعلم في مقهى مع كلام سريع ضمن موقف: محادثة صوتية قصيرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: محادثة صوتية قصيرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف محادثة صوتية قصيرة.,ما كاين حتى مشكل.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في مقهى مع كلام سريع بالمغرب، الموقف هو “محادثة صوتية قصيرة”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى مع كلام سريع، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,محادثة صوتية قصيرة,3,L11-D28-S03,L11-D28-P03,توضيح أو سؤال,توضيح أو سؤال — محادثة صوتية قصيرة,مقهى مع كلام سريع,المتعلم في مقهى مع كلام سريع ضمن موقف: محادثة صوتية قصيرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: محادثة صوتية قصيرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف محادثة صوتية قصيرة.,شوية وصافي.,السؤال القصير أفضل للمبتدئ من شرح طويل ومعقد.,صورة ذهنية واقعية: متعلم أجنبي في مقهى مع كلام سريع بالمغرب، الموقف هو “محادثة صوتية قصيرة”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى مع كلام سريع، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,محادثة صوتية قصيرة,4,L11-D28-S04,L11-D28-P04,رد على جواب مغربي,رد على جواب مغربي — محادثة صوتية قصيرة,مقهى مع كلام سريع,المتعلم في مقهى مع كلام سريع ضمن موقف: محادثة صوتية قصيرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: محادثة صوتية قصيرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف محادثة صوتية قصيرة.,دابا نشوفو.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في مقهى مع كلام سريع بالمغرب، الموقف هو “محادثة صوتية قصيرة”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى مع كلام سريع، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,28,محادثة صوتية قصيرة,5,L11-D28-S05,L11-D28-P05,إغلاق الموقف,إغلاق الموقف — محادثة صوتية قصيرة,مقهى مع كلام سريع,المتعلم في مقهى مع كلام سريع ضمن موقف: محادثة صوتية قصيرة. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: محادثة صوتية قصيرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف محادثة صوتية قصيرة.,إييه، ممكن.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في مقهى مع كلام سريع بالمغرب، الموقف هو “محادثة صوتية قصيرة”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى مع كلام سريع، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,مراجعة native listening,1,L11-D29-S01,L11-D29-P01,فتح الموقف,فتح الموقف — مراجعة native listening,رسالة صوتية,المتعلم في رسالة صوتية ضمن موقف: مراجعة native listening. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة native listening.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف مراجعة native listening.,ما كاين حتى مشكل.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في رسالة صوتية بالمغرب، الموقف هو “مراجعة native listening”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في رسالة صوتية، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,مراجعة native listening,2,L11-D29-S02,L11-D29-P02,طلب أساسي,طلب أساسي — مراجعة native listening,رسالة صوتية,المتعلم في رسالة صوتية ضمن موقف: مراجعة native listening. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة native listening.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف مراجعة native listening.,شوية وصافي.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في رسالة صوتية بالمغرب، الموقف هو “مراجعة native listening”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في رسالة صوتية، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,مراجعة native listening,3,L11-D29-S03,L11-D29-P03,توضيح أو سؤال,توضيح أو سؤال — مراجعة native listening,رسالة صوتية,المتعلم في رسالة صوتية ضمن موقف: مراجعة native listening. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة native listening.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف مراجعة native listening.,دابا نشوفو.,الشكر في النهاية يترك أثرًا جيدًا حتى لو لم يتم الاتفاق.,صورة ذهنية واقعية: متعلم أجنبي في رسالة صوتية بالمغرب، الموقف هو “مراجعة native listening”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في رسالة صوتية، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,مراجعة native listening,4,L11-D29-S04,L11-D29-P04,رد على جواب مغربي,رد على جواب مغربي — مراجعة native listening,رسالة صوتية,المتعلم في رسالة صوتية ضمن موقف: مراجعة native listening. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة native listening.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف مراجعة native listening.,إييه، ممكن.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في رسالة صوتية بالمغرب، الموقف هو “مراجعة native listening”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في رسالة صوتية، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,29,مراجعة native listening,5,L11-D29-S05,L11-D29-P05,إغلاق الموقف,إغلاق الموقف — مراجعة native listening,رسالة صوتية,المتعلم في رسالة صوتية ضمن موقف: مراجعة native listening. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة native listening.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف مراجعة native listening.,لا، سمح ليا.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في رسالة صوتية بالمغرب، الموقف هو “مراجعة native listening”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في رسالة صوتية، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “لا، سمح ليا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,اختبار Level 11: واتساب ومقطع حقيقي,1,L11-D30-S01,L11-D30-P01,فتح الموقف,فتح الموقف — اختبار Level 11: واتساب ومقطع حقيقي,واتساب,المتعلم في واتساب ضمن موقف: اختبار Level 11: واتساب ومقطع حقيقي. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: اختبار Level 11: واتساب ومقطع حقيقي.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف اختبار Level 11: واتساب ومقطع حقيقي.,شوية وصافي.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في واتساب بالمغرب، الموقف هو “اختبار Level 11: واتساب ومقطع حقيقي”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في واتساب، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
11,Native Listening / WhatsApp / Media,الفهم الحقيقي: واتساب والإعلام والكلام السريع,30,اختبار Level 11: واتساب ومقطع حقيقي,2,L11-D30-S02,L11-D30-P02,طلب أساسي,طلب أساسي — اختبار Level 11: واتساب ومقطع حقيقي,واتساب,المتعلم في واتساب ضمن موقف: اختبار Level 11: واتساب ومقطع حقيقي. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: اختبار Level 11: واتساب ومقطع حقيقي.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف اختبار Level 11: واتساب ومقطع حقيقي.,دابا نشوفو.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في واتساب بالمغرب، الموقف هو “اختبار Level 11: واتساب ومقطع حقيقي”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في واتساب، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
