level,day,week,lessonTitleArabic,lessonTitleEnglish,phraseId,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,imagePromptSeed,videoActionSeed,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,status
4,23,4,التغليف والسفر,Packing and Travel Home,L04-D23-P04,hyed l-kartona zayda aafak,حيد الكارتونة زايدة عافاك,"Remove the extra box, please.",Ask to remove extra box.,wakha,Useful at the end of shopping.,hyed / l-kartona / zayda / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 23: التغليف والسفر. Show a foreign learner politely handling this situation: Ask to remove extra box.. Visual focus: the phrase 'hyed l-kartona zayda aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'التغليف والسفر'. Trigger: Ask to remove extra box.. Learner says 'hyed l-kartona zayda aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day23/l04-d23-p04-normal.mp3,assets/audio/level04/day23/l04-d23-p04-slow.mp3,assets/video/level04/day23/l04-d23-p04-scene.mp4,assets/images/video-posters/level04/day23/l04-d23-p04-poster.webp,assets/images/lesson-scenes/level04/day23/l04-d23-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,23,4,التغليف والسفر,Packing and Travel Home,L04-D23-P05,hmiha mzyan aafak,حميها مزيان عافاك,"Protect it well, please.",Ask to protect it well.,wakha,Before travel or flight.,hmiha / mzyan / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 23: التغليف والسفر. Show a foreign learner politely handling this situation: Ask to protect it well.. Visual focus: the phrase 'hmiha mzyan aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'التغليف والسفر'. Trigger: Ask to protect it well.. Learner says 'hmiha mzyan aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day23/l04-d23-p05-normal.mp3,assets/audio/level04/day23/l04-d23-p05-slow.mp3,assets/video/level04/day23/l04-d23-p05-scene.mp4,assets/images/video-posters/level04/day23/l04-d23-p05-poster.webp,assets/images/lesson-scenes/level04/day23/l04-d23-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,24,4,قول لا بلا ضغط,Saying No Without Pressure,L04-D24-P01,la shukran,لا شكرا,"No, thank you.",Say no thank you.,mrehba,Short and polite.,la / shukran,"Realistic Moroccan souk/shopping scene, Level 4 Day 24: قول لا بلا ضغط. Show a foreign learner politely handling this situation: Say no thank you.. Visual focus: the phrase 'la shukran' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قول لا بلا ضغط'. Trigger: Say no thank you.. Learner says 'la shukran'. Moroccan seller replies 'mrehba'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day24/l04-d24-p01-normal.mp3,assets/audio/level04/day24/l04-d24-p01-slow.mp3,assets/video/level04/day24/l04-d24-p01-scene.mp4,assets/images/video-posters/level04/day24/l04-d24-p01-poster.webp,assets/images/lesson-scenes/level04/day24/l04-d24-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,24,4,قول لا بلا ضغط,Saying No Without Pressure,L04-D24-P02,ma shi lyoum,ماشي اليوم,Not today.,Say not today.,wakha,Useful when pressured.,ma / shi / lyoum,"Realistic Moroccan souk/shopping scene, Level 4 Day 24: قول لا بلا ضغط. Show a foreign learner politely handling this situation: Say not today.. Visual focus: the phrase 'ma shi lyoum' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قول لا بلا ضغط'. Trigger: Say not today.. Learner says 'ma shi lyoum'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day24/l04-d24-p02-normal.mp3,assets/audio/level04/day24/l04-d24-p02-slow.mp3,assets/video/level04/day24/l04-d24-p02-scene.mp4,assets/images/video-posters/level04/day24/l04-d24-p02-poster.webp,assets/images/lesson-scenes/level04/day24/l04-d24-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,24,4,قول لا بلا ضغط,Saying No Without Pressure,L04-D24-P03,ma محتاجهاش,ما محتاجهاش,I do not need it.,Say I do not need it.,shouf hadi,Clear but not aggressive.,ma / محتاجهاش,"Realistic Moroccan souk/shopping scene, Level 4 Day 24: قول لا بلا ضغط. Show a foreign learner politely handling this situation: Say I do not need it.. Visual focus: the phrase 'ma محتاجهاش' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قول لا بلا ضغط'. Trigger: Say I do not need it.. Learner says 'ma محتاجهاش'. Moroccan seller replies 'shouf hadi'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day24/l04-d24-p03-normal.mp3,assets/audio/level04/day24/l04-d24-p03-slow.mp3,assets/video/level04/day24/l04-d24-p03-scene.mp4,assets/images/video-posters/level04/day24/l04-d24-p03-poster.webp,assets/images/lesson-scenes/level04/day24/l04-d24-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,24,4,قول لا بلا ضغط,Saying No Without Pressure,L04-D24-P04,ghir kanchouf,غير كنشوف,I am just looking.,Say I am just looking.,mrehba,Use early to reduce pressure.,ghir / kanchouf,"Realistic Moroccan souk/shopping scene, Level 4 Day 24: قول لا بلا ضغط. Show a foreign learner politely handling this situation: Say I am just looking.. Visual focus: the phrase 'ghir kanchouf' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قول لا بلا ضغط'. Trigger: Say I am just looking.. Learner says 'ghir kanchouf'. Moroccan seller replies 'mrehba'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day24/l04-d24-p04-normal.mp3,assets/audio/level04/day24/l04-d24-p04-slow.mp3,assets/video/level04/day24/l04-d24-p04-scene.mp4,assets/images/video-posters/level04/day24/l04-d24-p04-poster.webp,assets/images/lesson-scenes/level04/day24/l04-d24-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,24,4,قول لا بلا ضغط,Saying No Without Pressure,L04-D24-P05,يمكن من بعد,يمكن من بعد,Maybe later.,Say maybe later.,mrehba bik,Soft exit phrase.,يمكن / من / بعد,"Realistic Moroccan souk/shopping scene, Level 4 Day 24: قول لا بلا ضغط. Show a foreign learner politely handling this situation: Say maybe later.. Visual focus: the phrase 'يمكن من بعد' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قول لا بلا ضغط'. Trigger: Say maybe later.. Learner says 'يمكن من بعد'. Moroccan seller replies 'mrehba bik'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day24/l04-d24-p05-normal.mp3,assets/audio/level04/day24/l04-d24-p05-slow.mp3,assets/video/level04/day24/l04-d24-p05-scene.mp4,assets/images/video-posters/level04/day24/l04-d24-p05-poster.webp,assets/images/lesson-scenes/level04/day24/l04-d24-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,25,4,نصيحة محلية وثمن عادل,Local Advice and Fair Price,L04-D25-P01,wach had taman mzyan?,واش هاد الثمن مزيان؟,Is this price good?,Ask a friend if the price is good.,iyeh / ghali,Use with a local friend or guide.,wach / had / taman / mzyan?,"Realistic Moroccan souk/shopping scene, Level 4 Day 25: نصيحة محلية وثمن عادل. Show a foreign learner politely handling this situation: Ask a friend if the price is good.. Visual focus: the phrase 'wach had taman mzyan?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'نصيحة محلية وثمن عادل'. Trigger: Ask a friend if the price is good.. Learner says 'wach had taman mzyan?'. Moroccan seller replies 'iyeh / ghali'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day25/l04-d25-p01-normal.mp3,assets/audio/level04/day25/l04-d25-p01-slow.mp3,assets/video/level04/day25/l04-d25-p01-scene.mp4,assets/images/video-posters/level04/day25/l04-d25-p01-poster.webp,assets/images/lesson-scenes/level04/day25/l04-d25-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,25,4,نصيحة محلية وثمن عادل,Local Advice and Fair Price,L04-D25-P02,shno taman l-3adi?,شنو الثمن العادي؟,What is the normal price?,Ask what the normal price is.,taqriban...,Helps avoid tourist overpricing.,shno / taman / l-3adi?,"Realistic Moroccan souk/shopping scene, Level 4 Day 25: نصيحة محلية وثمن عادل. Show a foreign learner politely handling this situation: Ask what the normal price is.. Visual focus: the phrase 'shno taman l-3adi?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'نصيحة محلية وثمن عادل'. Trigger: Ask what the normal price is.. Learner says 'shno taman l-3adi?'. Moroccan seller replies 'taqriban...'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day25/l04-d25-p02-normal.mp3,assets/audio/level04/day25/l04-d25-p02-slow.mp3,assets/video/level04/day25/l04-d25-p02-scene.mp4,assets/images/video-posters/level04/day25/l04-d25-p02-poster.webp,assets/images/lesson-scenes/level04/day25/l04-d25-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,25,4,نصيحة محلية وثمن عادل,Local Advice and Fair Price,L04-D25-P03,wash nshriha?,واش نشريها؟,Should I buy it?,Ask if you should buy it.,"iyeh, khodha",A social shopping phrase.,wash / nshriha?,"Realistic Moroccan souk/shopping scene, Level 4 Day 25: نصيحة محلية وثمن عادل. Show a foreign learner politely handling this situation: Ask if you should buy it.. Visual focus: the phrase 'wash nshriha?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'نصيحة محلية وثمن عادل'. Trigger: Ask if you should buy it.. Learner says 'wash nshriha?'. Moroccan seller replies 'iyeh, khodha'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day25/l04-d25-p03-normal.mp3,assets/audio/level04/day25/l04-d25-p03-slow.mp3,assets/video/level04/day25/l04-d25-p03-scene.mp4,assets/images/video-posters/level04/day25/l04-d25-p03-poster.webp,assets/images/lesson-scenes/level04/day25/l04-d25-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,25,4,نصيحة محلية وثمن عادل,Local Advice and Fair Price,L04-D25-P04,wach l-jawda mzyana?,واش الجودة مزيانة؟,Is the quality good?,Ask if quality is good.,mzyana,Reinforces quality evaluation.,wach / l-jawda / mzyana?,"Realistic Moroccan souk/shopping scene, Level 4 Day 25: نصيحة محلية وثمن عادل. Show a foreign learner politely handling this situation: Ask if quality is good.. Visual focus: the phrase 'wach l-jawda mzyana?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'نصيحة محلية وثمن عادل'. Trigger: Ask if quality is good.. Learner says 'wach l-jawda mzyana?'. Moroccan seller replies 'mzyana'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day25/l04-d25-p04-normal.mp3,assets/audio/level04/day25/l04-d25-p04-slow.mp3,assets/video/level04/day25/l04-d25-p04-scene.mp4,assets/images/video-posters/level04/day25/l04-d25-p04-poster.webp,assets/images/lesson-scenes/level04/day25/l04-d25-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,25,4,نصيحة محلية وثمن عادل,Local Advice and Fair Price,L04-D25-P05,wach katstahel?,واش كتستاهل؟,Is it worth it?,Ask if it is worth it.,katstahel,Useful for bigger purchases.,wach / katstahel?,"Realistic Moroccan souk/shopping scene, Level 4 Day 25: نصيحة محلية وثمن عادل. Show a foreign learner politely handling this situation: Ask if it is worth it.. Visual focus: the phrase 'wach katstahel?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'نصيحة محلية وثمن عادل'. Trigger: Ask if it is worth it.. Learner says 'wach katstahel?'. Moroccan seller replies 'katstahel'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day25/l04-d25-p05-normal.mp3,assets/audio/level04/day25/l04-d25-p05-slow.mp3,assets/video/level04/day25/l04-d25-p05-scene.mp4,assets/images/video-posters/level04/day25/l04-d25-p05-poster.webp,assets/images/lesson-scenes/level04/day25/l04-d25-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,26,4,هدايا للعائلة,Gifts for Family,L04-D26-P01,hadi l-walida dyali,هادي للوالدة ديالي,It is for my mother.,Say it is for my mother.,khod hadi,Family context helps sellers recommend.,hadi / l-walida / dyali,"Realistic Moroccan souk/shopping scene, Level 4 Day 26: هدايا للعائلة. Show a foreign learner politely handling this situation: Say it is for my mother.. Visual focus: the phrase 'hadi l-walida dyali' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'هدايا للعائلة'. Trigger: Say it is for my mother.. Learner says 'hadi l-walida dyali'. Moroccan seller replies 'khod hadi'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day26/l04-d26-p01-normal.mp3,assets/audio/level04/day26/l04-d26-p01-slow.mp3,assets/video/level04/day26/l04-d26-p01-scene.mp4,assets/images/video-posters/level04/day26/l04-d26-p01-poster.webp,assets/images/lesson-scenes/level04/day26/l04-d26-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,26,4,هدايا للعائلة,Gifts for Family,L04-D26-P02,hadi l-saheb dyali,هادي للصاحب ديالي,It is for my friend.,Say it is for my friend.,mzyana lih,Use for gifts without specific item names.,hadi / l-saheb / dyali,"Realistic Moroccan souk/shopping scene, Level 4 Day 26: هدايا للعائلة. Show a foreign learner politely handling this situation: Say it is for my friend.. Visual focus: the phrase 'hadi l-saheb dyali' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'هدايا للعائلة'. Trigger: Say it is for my friend.. Learner says 'hadi l-saheb dyali'. Moroccan seller replies 'mzyana lih'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day26/l04-d26-p02-normal.mp3,assets/audio/level04/day26/l04-d26-p02-slow.mp3,assets/video/level04/day26/l04-d26-p02-scene.mp4,assets/images/video-posters/level04/day26/l04-d26-p02-poster.webp,assets/images/lesson-scenes/level04/day26/l04-d26-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,26,4,هدايا للعائلة,Gifts for Family,L04-D26-P03,bghit shi haja taqlidiya,بغيت شي حاجة تقليدية,I want something traditional.,Ask for something traditional.,kayn بزاف,Traditional craft is a key Moroccan shopping theme.,bghit / shi / haja / taqlidiya,"Realistic Moroccan souk/shopping scene, Level 4 Day 26: هدايا للعائلة. Show a foreign learner politely handling this situation: Ask for something traditional.. Visual focus: the phrase 'bghit shi haja taqlidiya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'هدايا للعائلة'. Trigger: Ask for something traditional.. Learner says 'bghit shi haja taqlidiya'. Moroccan seller replies 'kayn بزاف'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day26/l04-d26-p03-normal.mp3,assets/audio/level04/day26/l04-d26-p03-slow.mp3,assets/video/level04/day26/l04-d26-p03-scene.mp4,assets/images/video-posters/level04/day26/l04-d26-p03-poster.webp,assets/images/lesson-scenes/level04/day26/l04-d26-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,26,4,هدايا للعائلة,Gifts for Family,L04-D26-P04,bghit shi haja khfifa,بغيت شي حاجة خفيفة,I want something light.,Ask for something light.,hadi khfifa,Useful for luggage constraints.,bghit / shi / haja / khfifa,"Realistic Moroccan souk/shopping scene, Level 4 Day 26: هدايا للعائلة. Show a foreign learner politely handling this situation: Ask for something light.. Visual focus: the phrase 'bghit shi haja khfifa' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'هدايا للعائلة'. Trigger: Ask for something light.. Learner says 'bghit shi haja khfifa'. Moroccan seller replies 'hadi khfifa'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day26/l04-d26-p04-normal.mp3,assets/audio/level04/day26/l04-d26-p04-slow.mp3,assets/video/level04/day26/l04-d26-p04-scene.mp4,assets/images/video-posters/level04/day26/l04-d26-p04-poster.webp,assets/images/lesson-scenes/level04/day26/l04-d26-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,26,4,هدايا للعائلة,Gifts for Family,L04-D26-P05,ghlefha bhal hadiya aafak,غلفها بحال هدية عافاك,"Wrap it as a gift, please.",Ask to wrap it as gift.,wakha,Good for final presentation.,ghlefha / bhal / hadiya / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 26: هدايا للعائلة. Show a foreign learner politely handling this situation: Ask to wrap it as gift.. Visual focus: the phrase 'ghlefha bhal hadiya aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'هدايا للعائلة'. Trigger: Ask to wrap it as gift.. Learner says 'ghlefha bhal hadiya aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day26/l04-d26-p05-normal.mp3,assets/audio/level04/day26/l04-d26-p05-slow.mp3,assets/video/level04/day26/l04-d26-p05-scene.mp4,assets/images/video-posters/level04/day26/l04-d26-p05-poster.webp,assets/images/lesson-scenes/level04/day26/l04-d26-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,27,4,سلسلة التفاوض النهائية,Final Bargain Sequence,L04-D27-P01,bshhal hada?,بشحال هادا؟,How much is this?,Start by asking price.,miya w khamsin,Step 1: ask simply.,bshhal / hada?,"Realistic Moroccan souk/shopping scene, Level 4 Day 27: سلسلة التفاوض النهائية. Show a foreign learner politely handling this situation: Start by asking price.. Visual focus: the phrase 'bshhal hada?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'سلسلة التفاوض النهائية'. Trigger: Start by asking price.. Learner says 'bshhal hada?'. Moroccan seller replies 'miya w khamsin'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day27/l04-d27-p01-normal.mp3,assets/audio/level04/day27/l04-d27-p01-slow.mp3,assets/video/level04/day27/l04-d27-p01-scene.mp4,assets/images/video-posters/level04/day27/l04-d27-p01-poster.webp,assets/images/lesson-scenes/level04/day27/l04-d27-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,27,4,سلسلة التفاوض النهائية,Final Bargain Sequence,L04-D27-P02,ghali bzaf 3liya,غالي بزاف عليا,It is too expensive for me.,React to high price.,nqes lik,Step 2: react politely.,ghali / bzaf / 3liya,"Realistic Moroccan souk/shopping scene, Level 4 Day 27: سلسلة التفاوض النهائية. Show a foreign learner politely handling this situation: React to high price.. Visual focus: the phrase 'ghali bzaf 3liya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'سلسلة التفاوض النهائية'. Trigger: React to high price.. Learner says 'ghali bzaf 3liya'. Moroccan seller replies 'nqes lik'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day27/l04-d27-p02-normal.mp3,assets/audio/level04/day27/l04-d27-p02-slow.mp3,assets/video/level04/day27/l04-d27-p02-scene.mp4,assets/images/video-posters/level04/day27/l04-d27-p02-poster.webp,assets/images/lesson-scenes/level04/day27/l04-d27-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,27,4,سلسلة التفاوض النهائية,Final Bargain Sequence,L04-D27-P03,nqdr nkhles miya,نقدر نخلص مية,I can pay 100.,Make your offer.,dir miya w 3shrin,Step 3: clear counteroffer.,nqdr / nkhles / miya,"Realistic Moroccan souk/shopping scene, Level 4 Day 27: سلسلة التفاوض النهائية. Show a foreign learner politely handling this situation: Make your offer.. Visual focus: the phrase 'nqdr nkhles miya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'سلسلة التفاوض النهائية'. Trigger: Make your offer.. Learner says 'nqdr nkhles miya'. Moroccan seller replies 'dir miya w 3shrin'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day27/l04-d27-p03-normal.mp3,assets/audio/level04/day27/l04-d27-p03-slow.mp3,assets/video/level04/day27/l04-d27-p03-scene.mp4,assets/images/video-posters/level04/day27/l04-d27-p03-poster.webp,assets/images/lesson-scenes/level04/day27/l04-d27-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,27,4,سلسلة التفاوض النهائية,Final Bargain Sequence,L04-D27-P04,zid lia hadi sghira?,زيد ليا هادي صغيرة؟,Can you add this small one?,Ask to include a small extra.,wakha,Bundle bargaining is common.,zid / lia / hadi / sghira?,"Realistic Moroccan souk/shopping scene, Level 4 Day 27: سلسلة التفاوض النهائية. Show a foreign learner politely handling this situation: Ask to include a small extra.. Visual focus: the phrase 'zid lia hadi sghira?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'سلسلة التفاوض النهائية'. Trigger: Ask to include a small extra.. Learner says 'zid lia hadi sghira?'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day27/l04-d27-p04-normal.mp3,assets/audio/level04/day27/l04-d27-p04-slow.mp3,assets/video/level04/day27/l04-d27-p04-scene.mp4,assets/images/video-posters/level04/day27/l04-d27-p04-poster.webp,assets/images/lesson-scenes/level04/day27/l04-d27-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,27,4,سلسلة التفاوض النهائية,Final Bargain Sequence,L04-D27-P05,"wakha, tfaqna. shukran",واخا، تفقنا. شكرا,"Okay, deal. Thank you.",Close politely.,bssahtk,"Step 5: once agreed, stop bargaining.",wakha / tfaqna. shukran,"Realistic Moroccan souk/shopping scene, Level 4 Day 27: سلسلة التفاوض النهائية. Show a foreign learner politely handling this situation: Close politely.. Visual focus: the phrase 'wakha, tfaqna. shukran' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.","Short interactive video: learner is in a Moroccan souk/shop during 'سلسلة التفاوض النهائية'. Trigger: Close politely.. Learner says 'wakha, tfaqna. shukran'. Moroccan seller replies 'bssahtk'. End with a clear action showing the shopping interaction resolved.",assets/audio/level04/day27/l04-d27-p05-normal.mp3,assets/audio/level04/day27/l04-d27-p05-slow.mp3,assets/video/level04/day27/l04-d27-p05-scene.mp4,assets/images/video-posters/level04/day27/l04-d27-p05-poster.webp,assets/images/lesson-scenes/level04/day27/l04-d27-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,28,4,مراجعة الأسبوع 4: مشتري واثق,Week 4 Review: Confident Shopper,L04-D28-P01,kayn moshkil f hadi,كاين مشكل فهادي,There is a problem with this.,Review problem.,shno?,Problem handling review.,kayn / moshkil / f / hadi,"Realistic Moroccan souk/shopping scene, Level 4 Day 28: مراجعة الأسبوع 4: مشتري واثق. Show a foreign learner politely handling this situation: Review problem.. Visual focus: the phrase 'kayn moshkil f hadi' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 4: مشتري واثق'. Trigger: Review problem.. Learner says 'kayn moshkil f hadi'. Moroccan seller replies 'shno?'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day28/l04-d28-p01-normal.mp3,assets/audio/level04/day28/l04-d28-p01-slow.mp3,assets/video/level04/day28/l04-d28-p01-scene.mp4,assets/images/video-posters/level04/day28/l04-d28-p01-poster.webp,assets/images/lesson-scenes/level04/day28/l04-d28-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,28,4,مراجعة الأسبوع 4: مشتري واثق,Week 4 Review: Confident Shopper,L04-D28-P02,ghlefha l-safar aafak,غلفها للسفر عافاك,"Pack it for travel, please.",Review packing.,wakha,Travel packing review.,ghlefha / l-safar / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 28: مراجعة الأسبوع 4: مشتري واثق. Show a foreign learner politely handling this situation: Review packing.. Visual focus: the phrase 'ghlefha l-safar aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 4: مشتري واثق'. Trigger: Review packing.. Learner says 'ghlefha l-safar aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day28/l04-d28-p02-normal.mp3,assets/audio/level04/day28/l04-d28-p02-slow.mp3,assets/video/level04/day28/l04-d28-p02-scene.mp4,assets/images/video-posters/level04/day28/l04-d28-p02-poster.webp,assets/images/lesson-scenes/level04/day28/l04-d28-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,28,4,مراجعة الأسبوع 4: مشتري واثق,Week 4 Review: Confident Shopper,L04-D28-P03,ghir kanchouf,غير كنشوف,I am just looking.,Review exit.,mrehba,Pressure control review.,ghir / kanchouf,"Realistic Moroccan souk/shopping scene, Level 4 Day 28: مراجعة الأسبوع 4: مشتري واثق. Show a foreign learner politely handling this situation: Review exit.. Visual focus: the phrase 'ghir kanchouf' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'مراجعة الأسبوع 4: مشتري واثق'. Trigger: Review exit.. Learner says 'ghir kanchouf'. Moroccan seller replies 'mrehba'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day28/l04-d28-p03-normal.mp3,assets/audio/level04/day28/l04-d28-p03-slow.mp3,assets/video/level04/day28/l04-d28-p03-scene.mp4,assets/images/video-posters/level04/day28/l04-d28-p03-poster.webp,assets/images/lesson-scenes/level04/day28/l04-d28-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
